Time,Call Sign,Altitude (ft),Speed (knots),Engine Performance,Deviation from Flight Path (nm),Fuel Efficiency (kg/hour)
04:30:30,UAE201,18978,478,Abnormal,0,784
04:31:00,UAE201,21796,477,Abnormal,5,1959
04:31:30,UAE201,19189,440,Normal,3,1899
04:32:00,UAE201,32791,477,Abnormal,0,2666
04:32:30,UAE201,13763,454,Normal,5,874
04:33:00,UAE201,35039,444,Abnormal,4,1478
04:33:30,UAE201,22405,467,Normal,5,2898
04:34:00,UAE201,37942,432,Abnormal,4,1626
04:34:30,UAE201,27118,424,Normal,4,1272
04:35:00,UAE201,35770,473,Normal,4,1914
04:35:30,UAE201,27961,479,Normal,1,2286
04:36:00,UAE201,33558,418,Abnormal,2,2641
04:36:30,UAE201,36120,457,Abnormal,4,746
04:37:00,UAE201,23419,451,Normal,0,2197
04:37:30,UAE201,32288,429,Normal,5,1580
04:38:00,UAE201,5410,456,Normal,2,1440
04:38:30,UAE201,18888,400,Normal,3,1417
04:39:00,UAE201,27122,457,Abnormal,1,2724
04:39:30,UAE201,35895,457,Abnormal,0,2541
04:40:00,UAE201,32763,406,Abnormal,0,2309
04:40:30,UAE201,18650,488,Normal,2,1422
04:41:00,UAE201,19546,483,Abnormal,0,216
04:41:30,UAE201,18452,416,Abnormal,0,1153
04:42:00,UAE201,32825,495,Abnormal,5,349
04:42:30,UAE201,23342,414,Abnormal,0,2505
04:43:00,UAE201,29635,496,Abnormal,4,2477
04:43:30,UAE201,39641,491,Normal,2,1410
04:44:00,UAE201,14567,494,Normal,2,2456
04:44:30,UAE201,30465,421,Normal,1,734
04:45:00,UAE201,14620,457,Normal,1,1733
04:45:30,UAE201,33516,432,Abnormal,1,290
04:46:00,UAE201,20036,456,Normal,2,906
04:46:30,UAE201,27691,453,Normal,0,917
04:47:00,UAE201,22719,468,Abnormal,3,2770
04:47:30,UAE201,12144,400,Normal,2,150
04:48:00,UAE201,13417,406,Normal,1,135
04:48:30,UAE201,25951,438,Abnormal,3,2415
04:49:00,UAE201,22926,432,Abnormal,3,2716
04:49:30,UAE201,13251,427,Abnormal,5,1386
04:50:00,UAE201,18311,482,Normal,5,1357
04:50:30,UAE201,7834,492,Normal,5,978
04:51:00,UAE201,7430,483,Abnormal,1,1303
04:51:30,UAE201,38002,475,Normal,5,2057
04:52:00,UAE201,33407,494,Abnormal,0,569
04:52:30,UAE201,11203,497,Abnormal,1,1967
04:53:00,UAE201,9240,496,Normal,4,2438
04:53:30,UAE201,13342,457,Abnormal,2,271
04:54:00,UAE201,14100,404,Normal,1,1177
04:54:30,UAE201,18791,423,Normal,3,2965
04:55:00,UAE201,36116,473,Abnormal,3,849
04:55:30,UAE201,8180,403,Abnormal,3,2853
04:56:00,UAE201,8770,461,Normal,3,240
04:56:30,UAE201,32771,475,Normal,5,1396
04:57:00,UAE201,23705,434,Abnormal,0,1389
04:57:30,UAE201,6067,465,Normal,4,1317
04:58:00,UAE201,38991,422,Normal,0,1805
04:58:30,UAE201,32900,437,Abnormal,2,2794
04:59:00,UAE201,12407,498,Normal,4,182
04:59:30,UAE201,38625,409,Abnormal,0,2778
05:00:00,UAE201,30345,491,Abnormal,1,2390
05:00:30,UAE201,19276,433,Abnormal,4,1288
05:01:00,UAE201,12027,451,Abnormal,2,1767
05:01:30,UAE201,28305,454,Abnormal,4,2992
05:02:00,UAE201,13605,413,Normal,2,2497
05:02:30,UAE201,13801,498,Abnormal,2,2263
05:03:00,UAE201,5151,469,Abnormal,0,1810
05:03:30,UAE201,7597,406,Abnormal,3,1340
05:04:00,UAE201,9311,489,Normal,2,435
05:04:30,UAE201,15176,482,Normal,3,825
05:05:00,UAE201,34626,442,Abnormal,3,123
05:05:30,UAE201,22089,460,Normal,4,1574
05:06:00,UAE201,26232,437,Normal,5,1842
05:06:30,UAE201,35938,447,Normal,2,2678
05:07:00,UAE201,17989,420,Normal,0,2128
05:07:30,UAE201,5623,440,Abnormal,4,2972
05:08:00,UAE201,39561,473,Abnormal,1,1540
05:08:30,UAE201,31042,461,Normal,1,729
05:09:00,UAE201,14416,420,Normal,3,2329
05:09:30,UAE201,11573,471,Normal,0,1705
05:10:00,UAE201,36487,403,Normal,3,361
05:10:30,UAE201,25616,422,Abnormal,1,1370
05:11:00,UAE201,7418,413,Normal,4,2527
05:11:30,UAE201,6708,482,Abnormal,3,1963
05:12:00,UAE201,21881,428,Abnormal,1,1628
05:12:30,UAE201,19876,499,Abnormal,5,1147
05:13:00,UAE201,9686,498,Abnormal,3,2450
05:13:30,UAE201,37720,438,Normal,0,1965
05:14:00,UAE201,11801,431,Abnormal,1,1925
05:14:30,UAE201,9011,475,Normal,3,2170
05:15:00,UAE201,34404,415,Normal,3,919
05:15:30,UAE201,27720,424,Normal,5,1429
05:16:00,UAE201,30637,496,Normal,4,369
05:16:30,UAE201,27511,402,Abnormal,4,1803
05:17:00,UAE201,23761,437,Abnormal,0,365
05:17:30,UAE201,8380,469,Normal,5,2740
05:18:00,UAE201,36204,496,Abnormal,3,559
05:18:30,UAE201,6286,486,Abnormal,4,1156
05:19:00,UAE201,15896,483,Normal,3,1046
05:19:30,UAE201,9517,413,Abnormal,0,861
05:20:00,UAE201,26791,409,Normal,0,505
05:20:30,UAE201,32245,429,Normal,1,2298
05:21:00,UAE201,15500,417,Abnormal,0,502
05:21:30,UAE201,9547,478,Abnormal,5,1059
05:22:00,UAE201,21205,410,Abnormal,3,1272
05:22:30,UAE201,24120,436,Normal,1,2873
05:23:00,UAE201,28093,401,Normal,5,1439
05:23:30,UAE201,17384,423,Normal,1,1639
05:24:00,UAE201,8245,455,Normal,4,1805
05:24:30,UAE201,38079,445,Abnormal,5,1698
05:25:00,UAE201,14682,451,Normal,3,1439
05:25:30,UAE201,26040,492,Normal,4,755
05:26:00,UAE201,32669,494,Normal,3,2934
05:26:30,UAE201,18458,414,Normal,0,1207
05:27:00,UAE201,27522,483,Abnormal,2,1369
05:27:30,UAE201,15631,424,Abnormal,1,439
05:28:00,UAE201,6624,411,Normal,2,166
05:28:30,UAE201,9147,423,Normal,1,1939
05:29:00,UAE201,9108,449,Abnormal,4,1934
05:29:30,UAE201,16964,424,Abnormal,4,219
05:30:00,UAE201,17748,469,Abnormal,3,1382
05:30:30,UAE201,14955,401,Abnormal,1,2349
05:31:00,UAE201,35007,423,Normal,4,468
05:31:30,UAE201,7468,446,Normal,4,160
05:32:00,UAE201,11753,472,Abnormal,1,2046
05:32:30,UAE201,34049,451,Abnormal,3,2107
05:33:00,UAE201,36887,473,Normal,1,2001
05:33:30,UAE201,23999,472,Abnormal,2,2803
05:34:00,UAE201,27799,437,Normal,2,1609
05:34:30,UAE201,10698,470,Abnormal,2,2099
05:35:00,UAE201,16529,403,Abnormal,1,732
05:35:30,UAE201,30758,486,Abnormal,0,988
05:36:00,UAE201,35867,463,Abnormal,4,2014
05:36:30,UAE201,27829,467,Abnormal,1,109
05:37:00,UAE201,19639,475,Abnormal,0,662
05:37:30,UAE201,19548,471,Normal,5,544
05:38:00,UAE201,33422,451,Normal,2,2404
05:38:30,UAE201,10393,410,Normal,0,1238
05:39:00,UAE201,29854,424,Normal,0,2475
05:39:30,UAE201,9962,417,Normal,5,2538
05:40:00,UAE201,10822,488,Abnormal,5,1229
05:40:30,UAE201,34592,448,Abnormal,5,261
05:41:00,UAE201,35714,477,Abnormal,0,1910
05:41:30,UAE201,29278,493,Abnormal,3,2797
05:42:00,UAE201,19779,449,Abnormal,5,2678
05:42:30,UAE201,31249,480,Abnormal,1,928
05:43:00,UAE201,24620,473,Abnormal,1,1100
05:43:30,UAE201,9350,460,Abnormal,2,1418
05:44:00,UAE201,17250,401,Normal,3,2405
05:44:30,UAE201,14474,418,Normal,0,172
05:45:00,UAE201,17209,449,Normal,3,2887
05:45:30,UAE201,20255,421,Normal,2,2254
05:46:00,UAE201,34401,442,Normal,1,1992
05:46:30,UAE201,37539,405,Normal,3,2846
05:47:00,UAE201,8138,416,Abnormal,2,1231
05:47:30,UAE201,35933,411,Normal,4,2721
05:48:00,UAE201,12272,437,Abnormal,4,1509
05:48:30,UAE201,33842,403,Abnormal,5,167
05:49:00,UAE201,32028,490,Abnormal,1,674
05:49:30,UAE201,20989,484,Abnormal,0,2760
05:50:00,UAE201,31554,495,Normal,1,865
05:50:30,UAE201,34101,481,Abnormal,0,2139
05:51:00,UAE201,24797,480,Abnormal,0,195
05:51:30,UAE201,38518,494,Normal,3,377
05:52:00,UAE201,36764,416,Abnormal,4,267
05:52:30,UAE201,8976,491,Normal,0,2865
05:53:00,UAE201,13018,446,Normal,1,2892
05:53:30,UAE201,26451,469,Abnormal,5,218
05:54:00,UAE201,8952,454,Normal,5,2918
05:54:30,UAE201,21418,417,Abnormal,4,1741
05:55:00,UAE201,23172,433,Normal,3,2703
05:55:30,UAE201,14053,499,Abnormal,2,2375
05:56:00,UAE201,32621,442,Normal,2,2160
05:56:30,UAE201,36688,458,Normal,2,2632
05:57:00,UAE201,30421,464,Abnormal,5,2551
05:57:30,UAE201,9374,414,Abnormal,3,1888
05:58:00,UAE201,35892,493,Abnormal,4,1816
05:58:30,UAE201,5533,461,Normal,2,2311
05:59:00,UAE201,15924,462,Abnormal,5,2771
05:59:30,UAE201,37906,485,Abnormal,1,1158
06:00:00,UAE201,8110,449,Abnormal,4,2815
06:00:30,UAE201,10011,448,Normal,5,1847
06:01:00,UAE201,11326,416,Abnormal,5,779
06:01:30,UAE201,11646,456,Normal,1,121
06:02:00,UAE201,13792,460,Abnormal,0,912
06:02:30,UAE201,39223,471,Normal,1,2532
06:03:00,UAE201,9816,404,Normal,1,819
06:03:30,UAE201,34230,457,Normal,0,2218
06:04:00,UAE201,17663,479,Abnormal,5,809
06:04:30,UAE201,38873,415,Normal,4,860
06:05:00,UAE201,5307,404,Abnormal,4,2611
06:05:30,UAE201,34996,458,Abnormal,3,1803
06:06:00,UAE201,21190,407,Normal,5,2834
06:06:30,UAE201,12476,450,Abnormal,3,2441
06:07:00,UAE201,8067,482,Abnormal,5,212
06:07:30,UAE201,11582,433,Abnormal,0,2143
06:08:00,UAE201,23476,471,Abnormal,5,2551
06:08:30,UAE201,29283,428,Normal,1,771
06:09:00,UAE201,7332,493,Normal,3,1632
06:09:30,UAE201,39128,449,Abnormal,2,197
06:10:00,UAE201,13874,467,Normal,5,1163
06:10:30,UAE201,12276,413,Abnormal,3,2499
06:11:00,UAE201,16234,455,Normal,2,596
06:11:30,UAE201,24304,462,Normal,3,1381
06:12:00,UAE201,35259,404,Abnormal,4,1268
06:12:30,UAE201,18096,482,Normal,4,545
06:13:00,UAE201,32306,425,Normal,2,1806
06:13:30,UAE201,30742,440,Abnormal,0,1419
06:14:00,UAE201,28471,496,Abnormal,1,114
06:14:30,UAE201,26307,447,Normal,1,2753
06:15:00,UAE201,11637,423,Abnormal,3,927
06:15:30,UAE201,32430,491,Normal,0,124
06:16:00,UAE201,27694,412,Abnormal,5,635
06:16:30,UAE201,7006,443,Abnormal,5,2876
06:17:00,UAE201,31697,464,Normal,4,103
06:17:30,UAE201,13261,464,Normal,2,924
06:18:00,UAE201,10541,406,Abnormal,5,1491
06:18:30,UAE201,27010,434,Abnormal,2,1242
06:19:00,UAE201,36246,418,Abnormal,4,273
06:19:30,UAE201,8883,470,Normal,5,1559
06:20:00,UAE201,26839,462,Normal,5,204
06:20:30,UAE201,16851,487,Abnormal,5,2470
06:21:00,UAE201,36668,455,Abnormal,2,2830
06:21:30,UAE201,19026,405,Normal,5,1008
06:22:00,UAE201,11180,437,Normal,2,559
06:22:30,UAE201,17293,442,Abnormal,4,2875
06:23:00,UAE201,39764,427,Normal,1,1268
06:23:30,UAE201,8172,454,Normal,4,245
06:24:00,UAE201,24723,431,Normal,4,1662
06:24:30,UAE201,19031,425,Normal,1,1230
06:25:00,UAE201,13381,447,Normal,1,1404
06:25:30,UAE201,28874,404,Abnormal,4,917
06:26:00,UAE201,31273,471,Abnormal,5,1824
06:26:30,UAE201,26599,417,Normal,4,1831
06:27:00,UAE201,15883,430,Abnormal,0,1144
06:27:30,UAE201,22164,459,Abnormal,4,1029
06:28:00,UAE201,39633,491,Normal,3,1730
06:28:30,UAE201,25306,456,Normal,4,2575
06:29:00,UAE201,6363,499,Normal,3,2064
06:29:30,UAE201,32892,485,Normal,4,871
06:30:00,UAE201,11028,470,Abnormal,2,2852
06:30:30,UAE201,33251,403,Abnormal,2,2312
06:31:00,UAE201,6395,426,Abnormal,1,1035
06:31:30,UAE201,39404,463,Abnormal,1,264
06:32:00,UAE201,24695,486,Abnormal,1,1612
06:32:30,UAE201,22983,481,Abnormal,0,2266
06:33:00,UAE201,12693,404,Normal,0,2030
06:33:30,UAE201,24978,445,Normal,0,2517
06:34:00,UAE201,25882,496,Abnormal,2,1130
06:34:30,UAE201,8754,408,Abnormal,3,1423
06:35:00,UAE201,26230,442,Abnormal,2,1209
06:35:30,UAE201,36634,448,Normal,2,726
06:36:00,UAE201,21451,430,Normal,1,2623
06:36:30,UAE201,6071,491,Abnormal,2,1823
06:37:00,UAE201,15295,464,Normal,0,452
06:37:30,UAE201,29090,402,Normal,4,1248
06:38:00,UAE201,7599,441,Abnormal,2,2176
06:38:30,UAE201,12951,449,Abnormal,0,663
06:39:00,UAE201,10370,480,Abnormal,0,640
06:39:30,UAE201,25352,483,Abnormal,3,1456
06:40:00,UAE201,20135,468,Abnormal,0,1656
06:40:30,UAE201,38721,497,Normal,5,1855
06:41:00,UAE201,23301,433,Abnormal,5,1070
06:41:30,UAE201,33067,416,Abnormal,4,2973
06:42:00,UAE201,13908,426,Normal,4,2317
06:42:30,UAE201,31673,461,Abnormal,1,2961
06:43:00,UAE201,20657,478,Normal,4,468
06:43:30,UAE201,37148,412,Normal,4,1747
06:44:00,UAE201,20050,494,Abnormal,1,1632
06:44:30,UAE201,30760,404,Abnormal,5,2574
06:45:00,UAE201,13306,433,Abnormal,5,521
06:45:30,UAE201,31893,427,Normal,1,2336
06:46:00,UAE201,32132,410,Normal,0,1561
06:46:30,UAE201,15984,402,Abnormal,2,1920
06:47:00,UAE201,29957,473,Abnormal,5,2909
06:47:30,UAE201,30539,424,Normal,0,1525
06:48:00,UAE201,7565,495,Abnormal,2,2295
06:48:30,UAE201,7650,457,Normal,3,2546
06:49:00,UAE201,13648,430,Normal,2,926
06:49:30,UAE201,19148,491,Normal,0,488
06:50:00,UAE201,5544,421,Abnormal,0,1390
06:50:30,UAE201,8804,412,Normal,1,2255
06:51:00,UAE201,17529,481,Normal,1,2346
06:51:30,UAE201,15495,493,Normal,4,118
06:52:00,UAE201,39409,467,Abnormal,1,409
06:52:30,UAE201,31634,461,Normal,1,735
06:53:00,UAE201,26245,405,Abnormal,1,346
06:53:30,UAE201,38828,420,Abnormal,2,1028
06:54:00,UAE201,25500,457,Normal,0,1581
06:54:30,UAE201,15357,429,Abnormal,0,2934
06:55:00,UAE201,12267,486,Normal,5,1990
06:55:30,UAE201,22214,411,Abnormal,4,1884
06:56:00,UAE201,29468,415,Normal,4,210
06:56:30,UAE201,33433,464,Abnormal,0,772
06:57:00,UAE201,33661,476,Abnormal,3,2962
06:57:30,UAE201,35446,424,Normal,2,1265
06:58:00,UAE201,15738,401,Normal,5,1548
06:58:30,UAE201,30642,415,Abnormal,1,1936
06:59:00,UAE201,21937,461,Normal,2,1123
06:59:30,UAE201,38622,426,Abnormal,2,1712
07:00:00,UAE201,11174,485,Normal,4,2893
07:00:30,UAE201,32178,413,Abnormal,2,2654
07:01:00,UAE201,39660,497,Abnormal,0,1794
07:01:30,UAE201,32441,458,Abnormal,4,1834
07:02:00,UAE201,22097,461,Normal,4,2741
07:02:30,UAE201,13746,462,Normal,0,1859
07:03:00,UAE201,9718,473,Normal,5,2797
07:03:30,UAE201,15527,400,Abnormal,2,2048
07:04:00,UAE201,14867,423,Normal,5,2670
07:04:30,UAE201,28941,445,Abnormal,4,2180
07:05:00,UAE201,27736,458,Normal,5,2573
07:05:30,UAE201,31965,451,Normal,3,121
07:06:00,UAE201,25537,478,Abnormal,2,251
07:06:30,UAE201,31315,417,Abnormal,1,431
07:07:00,UAE201,35352,441,Abnormal,5,309
07:07:30,UAE201,15079,421,Normal,5,611
07:08:00,UAE201,20003,471,Abnormal,5,903
07:08:30,UAE201,10015,413,Abnormal,3,2308
07:09:00,UAE201,22310,408,Normal,0,2368
07:09:30,UAE201,27915,500,Normal,4,1055
07:10:00,UAE201,10219,467,Abnormal,4,2585
07:10:30,UAE201,33926,405,Normal,0,1571
07:11:00,UAE201,33015,408,Abnormal,2,572
07:11:30,UAE201,8422,453,Abnormal,2,1134
07:12:00,UAE201,23170,484,Normal,5,1144
07:12:30,UAE201,22152,481,Abnormal,4,870
07:13:00,UAE201,25115,412,Normal,4,430
07:13:30,UAE201,16898,473,Abnormal,0,564
07:14:00,UAE201,24956,455,Normal,5,1845
07:14:30,UAE201,34023,447,Abnormal,5,2106
07:15:00,UAE201,30979,405,Abnormal,2,2465
07:15:30,UAE201,30711,494,Normal,5,923
07:16:00,UAE201,18669,441,Normal,4,642
07:16:30,UAE201,15317,436,Abnormal,1,2532
07:17:00,UAE201,14829,415,Abnormal,2,976
07:17:30,UAE201,33944,402,Abnormal,5,1106
07:18:00,UAE201,8949,407,Normal,3,827
07:18:30,UAE201,30732,427,Abnormal,5,872
07:19:00,UAE201,6765,449,Abnormal,5,2218
07:19:30,UAE201,31463,496,Abnormal,3,1588
07:20:00,UAE201,20855,453,Normal,5,461
07:20:30,UAE201,28336,416,Normal,0,2429
07:21:00,UAE201,15907,496,Abnormal,4,1933
07:21:30,UAE201,16177,493,Abnormal,3,2623
07:22:00,UAE201,34692,421,Abnormal,0,1452
07:22:30,UAE201,9963,417,Abnormal,3,1979
07:23:00,UAE201,11432,471,Normal,2,2673
07:23:30,UAE201,28020,444,Abnormal,5,1796
07:24:00,UAE201,20182,428,Abnormal,0,1672
07:24:30,UAE201,38029,426,Abnormal,0,893
07:25:00,UAE201,29652,450,Abnormal,1,1223
07:25:30,UAE201,28263,404,Abnormal,2,105
07:26:00,UAE201,13337,435,Normal,1,316
07:26:30,UAE201,20669,424,Normal,0,1734
07:27:00,UAE201,28324,431,Abnormal,5,112
07:27:30,UAE201,27596,497,Abnormal,5,1673
07:28:00,UAE201,24866,500,Abnormal,3,2824
07:28:30,UAE201,7295,452,Normal,0,257
07:29:00,UAE201,6564,485,Abnormal,2,376
07:29:30,UAE201,27324,470,Abnormal,4,650
07:30:00,UAE201,24307,499,Abnormal,1,135
07:30:30,UAE201,7399,476,Abnormal,1,779
07:31:00,UAE201,18043,437,Abnormal,4,2874
07:31:30,UAE201,38549,434,Abnormal,4,2164
07:32:00,UAE201,14745,464,Normal,4,2396
07:32:30,UAE201,36865,420,Abnormal,1,2985
07:33:00,UAE201,12520,435,Abnormal,2,2978
07:33:30,UAE201,26965,462,Normal,1,2763
07:34:00,UAE201,37708,418,Abnormal,5,2964
07:34:30,UAE201,28467,418,Normal,4,2132
07:35:00,UAE201,31204,450,Normal,0,928
07:35:30,UAE201,25023,495,Abnormal,4,2570
07:36:00,UAE201,29119,410,Normal,1,2689
07:36:30,UAE201,30128,451,Normal,4,1427
07:37:00,UAE201,35351,462,Abnormal,2,725
07:37:30,UAE201,13837,493,Normal,2,1696
07:38:00,UAE201,25799,425,Normal,0,1513
07:38:30,UAE201,9126,470,Normal,3,2477
07:39:00,UAE201,14308,407,Normal,0,2236
07:39:30,UAE201,18094,485,Normal,3,1151
07:40:00,UAE201,38959,429,Abnormal,3,2472
07:40:30,UAE201,21415,417,Normal,5,2474
07:41:00,UAE201,21420,429,Abnormal,3,1502
07:41:30,UAE201,31309,421,Abnormal,1,1114
07:42:00,UAE201,33596,497,Abnormal,3,1821
07:42:30,UAE201,9269,440,Abnormal,5,1077
07:43:00,UAE201,22448,452,Abnormal,5,2850
07:43:30,UAE201,15087,431,Normal,3,1860
07:44:00,UAE201,7801,455,Abnormal,3,637
07:44:30,UAE201,7621,423,Normal,5,578
07:45:00,UAE201,18398,431,Abnormal,2,1818
07:45:30,UAE201,25672,401,Abnormal,0,2134
07:46:00,UAE201,39912,473,Abnormal,5,2722
07:46:30,UAE201,6465,408,Abnormal,0,1507
07:47:00,UAE201,20890,483,Normal,4,248
07:47:30,UAE201,14283,456,Abnormal,3,287
07:48:00,UAE201,7625,416,Normal,2,333
07:48:30,UAE201,15969,483,Normal,3,2143
07:49:00,UAE201,17869,407,Abnormal,5,1690
07:49:30,UAE201,17636,478,Abnormal,3,484
07:50:00,UAE201,34381,457,Normal,2,1067
07:50:30,UAE201,39197,439,Abnormal,0,2787
07:51:00,UAE201,14942,467,Abnormal,2,1778
07:51:30,UAE201,19148,402,Normal,5,2625
07:52:00,UAE201,15735,443,Normal,5,2034
07:52:30,UAE201,22059,482,Abnormal,5,2724
07:53:00,UAE201,26472,456,Normal,5,1696
07:53:30,UAE201,16847,453,Normal,0,811
07:54:00,UAE201,17677,430,Abnormal,4,563
07:54:30,UAE201,24020,435,Abnormal,3,2199
07:55:00,UAE201,13123,477,Normal,0,1439
07:55:30,UAE201,29991,426,Normal,0,660
07:56:00,UAE201,22183,425,Abnormal,0,1639
07:56:30,UAE201,8846,499,Abnormal,2,535
07:57:00,UAE201,16996,422,Normal,0,1934
07:57:30,UAE201,29074,428,Normal,2,2477
07:58:00,UAE201,25179,456,Abnormal,1,1114
07:58:30,UAE201,39314,496,Normal,1,701
07:59:00,UAE201,7495,500,Abnormal,4,2791
07:59:30,UAE201,26201,455,Abnormal,3,1513
08:00:00,UAE201,7763,474,Abnormal,2,2808
08:00:30,UAE201,14691,466,Normal,5,1901
08:01:00,UAE201,5314,463,Abnormal,3,819
08:01:30,UAE201,28042,429,Abnormal,2,2839
08:02:00,UAE201,8494,449,Normal,2,1131
08:02:30,UAE201,39717,433,Abnormal,0,2841
08:03:00,UAE201,31107,478,Normal,3,1649
08:03:30,UAE201,36288,477,Abnormal,4,2343
08:04:00,UAE201,23847,422,Normal,1,2082
08:04:30,UAE201,26372,424,Normal,4,1902
08:05:00,UAE201,27907,407,Normal,5,2519
08:05:30,UAE201,9002,421,Normal,0,643
08:06:00,UAE201,22527,479,Abnormal,2,985
08:06:30,UAE201,25615,450,Abnormal,4,2834
08:07:00,UAE201,29255,465,Abnormal,4,2983
08:07:30,UAE201,12848,473,Abnormal,0,546
08:08:00,UAE201,16178,467,Abnormal,4,2433
08:08:30,UAE201,12186,414,Abnormal,2,2472
08:09:00,UAE201,39390,418,Normal,0,1871
08:09:30,UAE201,34324,424,Abnormal,2,2758
08:10:00,UAE201,23889,442,Normal,5,2790
08:10:30,UAE201,24871,468,Abnormal,1,1637
08:11:00,UAE201,9538,403,Normal,1,2251
08:11:30,UAE201,22387,469,Abnormal,1,625
08:12:00,UAE201,8983,414,Normal,5,1074
08:12:30,UAE201,7741,496,Normal,5,612
08:13:00,UAE201,33754,401,Abnormal,4,1736
08:13:30,UAE201,9276,464,Normal,3,2345
08:14:00,UAE201,37585,422,Normal,3,2952
08:14:30,UAE201,22540,430,Normal,4,747
08:15:00,UAE201,30748,456,Abnormal,1,1236
08:15:30,UAE201,27661,433,Abnormal,2,366
08:16:00,UAE201,24864,454,Abnormal,5,614
08:16:30,UAE201,18875,434,Normal,5,1843
08:17:00,UAE201,21539,460,Normal,5,927
08:17:30,UAE201,27562,442,Abnormal,4,1394
08:18:00,UAE201,32359,408,Abnormal,3,1923
08:18:30,UAE201,21605,491,Normal,2,1982
08:19:00,UAE201,23213,409,Normal,4,151
08:19:30,UAE201,18147,458,Abnormal,5,2457
08:20:00,UAE201,29596,500,Normal,2,2925
08:20:30,UAE201,25110,432,Normal,0,1886
08:21:00,UAE201,27314,453,Normal,0,2282
08:21:30,UAE201,13588,409,Normal,4,2698
08:22:00,UAE201,38300,470,Abnormal,2,2613
08:22:30,UAE201,16538,447,Abnormal,3,1552
08:23:00,UAE201,13911,467,Normal,2,1542
08:23:30,UAE201,21693,499,Abnormal,1,176
08:24:00,UAE201,23897,415,Normal,4,1880
08:24:30,UAE201,17583,422,Abnormal,1,1942
08:25:00,UAE201,28657,484,Abnormal,3,2503
08:25:30,UAE201,28678,497,Normal,2,263
08:26:00,UAE201,11149,419,Normal,0,2381
08:26:30,UAE201,5148,468,Normal,4,2069
08:27:00,UAE201,11639,466,Normal,0,217
08:27:30,UAE201,20487,429,Abnormal,0,1606
08:28:00,UAE201,5927,443,Normal,2,1804
08:28:30,UAE201,5455,416,Abnormal,5,844
08:29:00,UAE201,28221,406,Normal,5,2084
08:29:30,UAE201,13682,476,Normal,4,216
08:30:00,UAE201,38609,460,Abnormal,3,2157
08:30:30,UAE201,21277,427,Normal,2,2727
08:31:00,UAE201,19498,405,Normal,0,637
08:31:30,UAE201,23928,447,Abnormal,3,2597
08:32:00,UAE201,13532,418,Normal,5,2408
08:32:30,UAE201,28049,403,Normal,2,1492
08:33:00,UAE201,35185,480,Abnormal,0,2451
08:33:30,UAE201,39725,403,Abnormal,2,2506
08:34:00,UAE201,24601,496,Normal,1,2711
08:34:30,UAE201,38821,404,Normal,4,1731
08:35:00,UAE201,17161,438,Abnormal,3,649
08:35:30,UAE201,19883,481,Abnormal,3,2672
08:36:00,UAE201,33257,416,Abnormal,2,2245
08:36:30,UAE201,10284,424,Abnormal,1,1984
08:37:00,UAE201,6867,409,Normal,4,1100
08:37:30,UAE201,8941,473,Abnormal,2,2945
08:38:00,UAE201,27623,431,Normal,3,1643
08:38:30,UAE201,35634,425,Abnormal,1,1013
08:39:00,UAE201,28146,419,Abnormal,4,971
08:39:30,UAE201,33633,493,Abnormal,1,822
08:40:00,UAE201,8207,472,Normal,3,2830
08:40:30,UAE201,23383,426,Normal,5,249
08:41:00,UAE201,5556,435,Normal,0,139
08:41:30,UAE201,13324,454,Normal,1,1004
08:42:00,UAE201,39216,496,Abnormal,4,2336
08:42:30,UAE201,9675,411,Abnormal,1,519
08:43:00,UAE201,10927,444,Abnormal,1,2931
08:43:30,UAE201,30103,495,Abnormal,4,278
08:44:00,UAE201,26086,446,Abnormal,0,2796
08:44:30,UAE201,26202,473,Normal,0,1934
08:45:00,UAE201,38169,463,Normal,2,1400
08:45:30,UAE201,28560,469,Abnormal,1,913
08:46:00,UAE201,29431,459,Normal,0,2475
08:46:30,UAE201,34551,404,Normal,2,2423
08:47:00,UAE201,35506,453,Abnormal,0,2263
08:47:30,UAE201,35809,452,Abnormal,5,1338
08:48:00,UAE201,5018,457,Normal,4,1130
08:48:30,UAE201,8121,478,Abnormal,5,2744
08:49:00,UAE201,39599,435,Abnormal,1,2131
08:49:30,UAE201,33190,470,Normal,4,459
08:50:00,UAE201,25541,493,Normal,5,410
08:50:30,UAE201,7018,467,Abnormal,3,765
08:51:00,UAE201,14548,479,Abnormal,5,1060
08:51:30,UAE201,29630,445,Abnormal,1,2030
08:52:00,UAE201,23038,496,Abnormal,1,436
08:52:30,UAE201,31830,453,Normal,1,2534
08:53:00,UAE201,10500,432,Abnormal,2,2015
08:53:30,UAE201,6137,415,Abnormal,2,909
08:54:00,UAE201,26826,436,Normal,2,1642
08:54:30,UAE201,24233,436,Normal,2,612
08:55:00,UAE201,36252,494,Abnormal,0,2805
08:55:30,UAE201,6944,437,Normal,5,2342
08:56:00,UAE201,36809,432,Abnormal,5,2748
08:56:30,UAE201,13747,479,Normal,3,2559
08:57:00,UAE201,17956,469,Normal,1,1143
08:57:30,UAE201,38934,404,Abnormal,2,1138
08:58:00,UAE201,14740,465,Abnormal,3,1433
08:58:30,UAE201,17904,429,Normal,1,2773
08:59:00,UAE201,10883,452,Abnormal,5,2522
08:59:30,UAE201,6612,489,Abnormal,1,2618
09:00:00,UAE201,30839,425,Abnormal,1,1520
