Time,Call Sign,System,Status,Action Needed,Remarks
04:16:00,UAE201,Landing Gear,Normal,No action needed,
04:16:30,UAE201,Engine,Normal,System reset needed,
04:17:00,UAE201,Engine,Warning,No action needed,
04:17:30,UAE201,Engine,Warning,Manual override required,
04:18:00,UAE201,Engine,Warning,Manual override required,
04:18:30,UAE201,Avionics,Critical,No action needed,
04:19:00,UAE201,Electrical,Normal,System reset needed,
04:19:30,UAE201,Electrical,Critical,No action needed,
04:20:00,UAE201,Hydraulics,Normal,System reset needed,
04:20:30,UAE201,Hydraulics,Normal,No action needed,
04:21:00,UAE201,Avionics,Critical,No action needed,
04:21:30,UAE201,Hydraulics,Warning,No action needed,
04:22:00,UAE201,Electrical,Critical,Manual override required,
04:22:30,UAE201,Electrical,Critical,System reset needed,
04:23:00,UAE201,Avionics,Critical,System reset needed,
04:23:30,UAE201,Electrical,Warning,No action needed,
04:24:00,UAE201,Landing Gear,Critical,Manual override required,
04:24:30,UAE201,Landing Gear,Warning,System reset needed,
04:25:00,UAE201,Avionics,Critical,System reset needed,
04:25:30,UAE201,Hydraulics,Warning,No action needed,
04:26:00,UAE201,Landing Gear,Normal,Manual override required,
04:26:30,UAE201,Avionics,Warning,System reset needed,
04:27:00,UAE201,Avionics,Critical,System reset needed,
04:27:30,UAE201,Hydraulics,Normal,Manual override required,
04:28:00,UAE201,Avionics,Critical,System reset needed,
04:28:30,UAE201,Landing Gear,Critical,Manual override required,
04:29:00,UAE201,Electrical,Normal,No action needed,
04:29:30,UAE201,Hydraulics,Warning,System reset needed,
04:30:00,UAE201,Electrical,Normal,System reset needed,
04:30:30,UAE201,Hydraulics,Critical,No action needed,
04:31:00,UAE201,Electrical,Normal,System reset needed,
04:31:30,UAE201,Engine,Critical,Manual override required,
04:32:00,UAE201,Electrical,Normal,System reset needed,
04:32:30,UAE201,Electrical,Warning,System reset needed,
04:33:00,UAE201,Hydraulics,Normal,System reset needed,
04:33:30,UAE201,Engine,Warning,System reset needed,
04:34:00,UAE201,Engine,Warning,Manual override required,
04:34:30,UAE201,Electrical,Warning,System reset needed,
04:35:00,UAE201,Landing Gear,Critical,No action needed,
04:35:30,UAE201,Electrical,Critical,Manual override required,
04:36:00,UAE201,Avionics,Warning,Manual override required,
04:36:30,UAE201,Landing Gear,Normal,Manual override required,
04:37:00,UAE201,Electrical,Warning,System reset needed,
04:37:30,UAE201,Hydraulics,Warning,System reset needed,
04:38:00,UAE201,Landing Gear,Normal,System reset needed,
04:38:30,UAE201,Landing Gear,Normal,Manual override required,
04:39:00,UAE201,Avionics,Critical,Manual override required,
04:39:30,UAE201,Engine,Critical,No action needed,
04:40:00,UAE201,Hydraulics,Critical,No action needed,
04:40:30,UAE201,Hydraulics,Normal,System reset needed,
04:41:00,UAE201,Engine,Warning,No action needed,
04:41:30,UAE201,Landing Gear,Normal,Manual override required,
04:42:00,UAE201,Engine,Critical,No action needed,
04:42:30,UAE201,Hydraulics,Normal,No action needed,
04:43:00,UAE201,Hydraulics,Critical,No action needed,
04:43:30,UAE201,Avionics,Normal,Manual override required,
04:44:00,UAE201,Landing Gear,Critical,System reset needed,
04:44:30,UAE201,Hydraulics,Normal,System reset needed,
04:45:00,UAE201,Landing Gear,Normal,No action needed,
04:45:30,UAE201,Hydraulics,Warning,No action needed,
04:46:00,UAE201,Landing Gear,Normal,Manual override required,
04:46:30,UAE201,Electrical,Warning,No action needed,
04:47:00,UAE201,Hydraulics,Critical,No action needed,
04:47:30,UAE201,Electrical,Warning,No action needed,
04:48:00,UAE201,Avionics,Critical,No action needed,
04:48:30,UAE201,Hydraulics,Critical,No action needed,
04:49:00,UAE201,Landing Gear,Warning,Manual override required,
04:49:30,UAE201,Landing Gear,Normal,System reset needed,
04:50:00,UAE201,Avionics,Normal,No action needed,
04:50:30,UAE201,Hydraulics,Normal,No action needed,
04:51:00,UAE201,Electrical,Critical,No action needed,
04:51:30,UAE201,Hydraulics,Critical,No action needed,
04:52:00,UAE201,Landing Gear,Normal,Manual override required,
04:52:30,UAE201,Avionics,Critical,No action needed,
04:53:00,UAE201,Engine,Critical,No action needed,
04:53:30,UAE201,Landing Gear,Warning,System reset needed,
04:54:00,UAE201,Electrical,Warning,Manual override required,
04:54:30,UAE201,Hydraulics,Critical,System reset needed,
04:55:00,UAE201,Hydraulics,Normal,System reset needed,
04:55:30,UAE201,Avionics,Critical,No action needed,
04:56:00,UAE201,Hydraulics,Warning,Manual override required,
04:56:30,UAE201,Avionics,Normal,Manual override required,
04:57:00,UAE201,Electrical,Normal,System reset needed,
04:57:30,UAE201,Engine,Critical,System reset needed,
04:58:00,UAE201,Avionics,Warning,System reset needed,
04:58:30,UAE201,Avionics,Critical,System reset needed,
04:59:00,UAE201,Hydraulics,Critical,No action needed,
04:59:30,UAE201,Hydraulics,Normal,Manual override required,
05:00:00,UAE201,Electrical,Critical,System reset needed,
05:00:30,UAE201,Landing Gear,Critical,Manual override required,
05:01:00,UAE201,Landing Gear,Warning,No action needed,
05:01:30,UAE201,Hydraulics,Warning,System reset needed,
05:02:00,UAE201,Avionics,Critical,Manual override required,
05:02:30,UAE201,Avionics,Normal,No action needed,
05:03:00,UAE201,Hydraulics,Normal,Manual override required,
05:03:30,UAE201,Electrical,Critical,Manual override required,
05:04:00,UAE201,Landing Gear,Critical,System reset needed,
05:04:30,UAE201,Electrical,Normal,Manual override required,
05:05:00,UAE201,Landing Gear,Critical,No action needed,
05:05:30,UAE201,Hydraulics,Critical,No action needed,
05:06:00,UAE201,Engine,Warning,System reset needed,
05:06:30,UAE201,Hydraulics,Warning,Manual override required,
05:07:00,UAE201,Landing Gear,Normal,No action needed,
05:07:30,UAE201,Electrical,Critical,System reset needed,
05:08:00,UAE201,Electrical,Critical,No action needed,
05:08:30,UAE201,Hydraulics,Critical,No action needed,
05:09:00,UAE201,Hydraulics,Warning,No action needed,
05:09:30,UAE201,Engine,Critical,No action needed,
05:10:00,UAE201,Avionics,Critical,Manual override required,
05:10:30,UAE201,Avionics,Normal,Manual override required,
05:11:00,UAE201,Avionics,Warning,System reset needed,
05:11:30,UAE201,Engine,Normal,System reset needed,
05:12:00,UAE201,Hydraulics,Warning,No action needed,
05:12:30,UAE201,Avionics,Normal,Manual override required,
05:13:00,UAE201,Electrical,Critical,No action needed,
05:13:30,UAE201,Avionics,Critical,System reset needed,
05:14:00,UAE201,Engine,Warning,No action needed,
05:14:30,UAE201,Avionics,Warning,No action needed,
05:15:00,UAE201,Electrical,Critical,Manual override required,
05:15:30,UAE201,Avionics,Normal,System reset needed,
05:16:00,UAE201,Engine,Critical,System reset needed,
05:16:30,UAE201,Engine,Normal,System reset needed,
05:17:00,UAE201,Engine,Normal,System reset needed,
05:17:30,UAE201,Landing Gear,Warning,Manual override required,
05:18:00,UAE201,Hydraulics,Warning,System reset needed,
05:18:30,UAE201,Landing Gear,Warning,Manual override required,
05:19:00,UAE201,Engine,Normal,Manual override required,
05:19:30,UAE201,Electrical,Critical,Manual override required,
05:20:00,UAE201,Electrical,Warning,System reset needed,
05:20:30,UAE201,Hydraulics,Warning,No action needed,
05:21:00,UAE201,Avionics,Normal,System reset needed,
05:21:30,UAE201,Hydraulics,Normal,Manual override required,
05:22:00,UAE201,Hydraulics,Normal,No action needed,
05:22:30,UAE201,Avionics,Normal,System reset needed,
05:23:00,UAE201,Engine,Critical,No action needed,
05:23:30,UAE201,Landing Gear,Critical,Manual override required,
05:24:00,UAE201,Electrical,Normal,No action needed,
05:24:30,UAE201,Hydraulics,Normal,Manual override required,
05:25:00,UAE201,Electrical,Normal,No action needed,
05:25:30,UAE201,Avionics,Normal,Manual override required,
05:26:00,UAE201,Hydraulics,Warning,No action needed,
05:26:30,UAE201,Electrical,Warning,No action needed,
05:27:00,UAE201,Landing Gear,Critical,No action needed,
05:27:30,UAE201,Hydraulics,Critical,Manual override required,
05:28:00,UAE201,Hydraulics,Critical,Manual override required,
05:28:30,UAE201,Electrical,Critical,No action needed,
05:29:00,UAE201,Avionics,Critical,No action needed,
05:29:30,UAE201,Engine,Warning,No action needed,
05:30:00,UAE201,Landing Gear,Warning,System reset needed,
05:30:30,UAE201,Electrical,Normal,Manual override required,
05:31:00,UAE201,Engine,Warning,No action needed,
05:31:30,UAE201,Landing Gear,Critical,Manual override required,
05:32:00,UAE201,Engine,Critical,No action needed,
05:32:30,UAE201,Avionics,Critical,System reset needed,
05:33:00,UAE201,Engine,Normal,System reset needed,
05:33:30,UAE201,Avionics,Critical,No action needed,
05:34:00,UAE201,Hydraulics,Warning,Manual override required,
05:34:30,UAE201,Landing Gear,Warning,No action needed,
05:35:00,UAE201,Engine,Critical,Manual override required,
05:35:30,UAE201,Avionics,Warning,No action needed,
05:36:00,UAE201,Engine,Warning,System reset needed,
05:36:30,UAE201,Electrical,Warning,System reset needed,
05:37:00,UAE201,Engine,Critical,Manual override required,
05:37:30,UAE201,Hydraulics,Warning,Manual override required,
05:38:00,UAE201,Landing Gear,Warning,System reset needed,
05:38:30,UAE201,Hydraulics,Warning,System reset needed,
05:39:00,UAE201,Landing Gear,Warning,Manual override required,
05:39:30,UAE201,Engine,Warning,Manual override required,
05:40:00,UAE201,Landing Gear,Warning,No action needed,
05:40:30,UAE201,Hydraulics,Critical,Manual override required,
05:41:00,UAE201,Hydraulics,Critical,Manual override required,
05:41:30,UAE201,Avionics,Normal,System reset needed,
05:42:00,UAE201,Hydraulics,Warning,No action needed,
05:42:30,UAE201,Hydraulics,Warning,No action needed,
05:43:00,UAE201,Hydraulics,Warning,No action needed,
05:43:30,UAE201,Hydraulics,Warning,No action needed,
05:44:00,UAE201,Landing Gear,Critical,System reset needed,
05:44:30,UAE201,Engine,Normal,No action needed,
05:45:00,UAE201,Electrical,Normal,System reset needed,
05:45:30,UAE201,Landing Gear,Normal,Manual override required,
05:46:00,UAE201,Hydraulics,Critical,Manual override required,
05:46:30,UAE201,Landing Gear,Warning,System reset needed,
05:47:00,UAE201,Landing Gear,Warning,No action needed,
05:47:30,UAE201,Electrical,Normal,System reset needed,
05:48:00,UAE201,Hydraulics,Normal,System reset needed,
05:48:30,UAE201,Electrical,Warning,System reset needed,
05:49:00,UAE201,Electrical,Normal,System reset needed,
05:49:30,UAE201,Engine,Critical,No action needed,
05:50:00,UAE201,Hydraulics,Warning,System reset needed,
05:50:30,UAE201,Landing Gear,Warning,No action needed,
05:51:00,UAE201,Hydraulics,Normal,System reset needed,
05:51:30,UAE201,Hydraulics,Critical,No action needed,
05:52:00,UAE201,Landing Gear,Warning,System reset needed,
05:52:30,UAE201,Avionics,Warning,Manual override required,
05:53:00,UAE201,Hydraulics,Warning,No action needed,
05:53:30,UAE201,Landing Gear,Critical,Manual override required,
05:54:00,UAE201,Avionics,Normal,No action needed,
05:54:30,UAE201,Landing Gear,Warning,Manual override required,
05:55:00,UAE201,Avionics,Critical,System reset needed,
05:55:30,UAE201,Electrical,Normal,System reset needed,
05:56:00,UAE201,Engine,Critical,System reset needed,
05:56:30,UAE201,Avionics,Normal,Manual override required,
05:57:00,UAE201,Avionics,Critical,Manual override required,
05:57:30,UAE201,Engine,Critical,No action needed,
05:58:00,UAE201,Electrical,Critical,Manual override required,
05:58:30,UAE201,Landing Gear,Normal,System reset needed,
05:59:00,UAE201,Engine,Warning,No action needed,
05:59:30,UAE201,Hydraulics,Critical,Manual override required,
06:00:00,UAE201,Hydraulics,Normal,System reset needed,
06:00:30,UAE201,Engine,Normal,System reset needed,
06:01:00,UAE201,Hydraulics,Normal,Manual override required,
06:01:30,UAE201,Landing Gear,Warning,System reset needed,
06:02:00,UAE201,Engine,Normal,No action needed,
06:02:30,UAE201,Landing Gear,Critical,No action needed,
06:03:00,UAE201,Hydraulics,Critical,No action needed,
06:03:30,UAE201,Engine,Critical,System reset needed,
06:04:00,UAE201,Avionics,Warning,No action needed,
06:04:30,UAE201,Hydraulics,Normal,No action needed,
06:05:00,UAE201,Landing Gear,Warning,No action needed,
06:05:30,UAE201,Avionics,Critical,No action needed,
06:06:00,UAE201,Electrical,Critical,No action needed,
06:06:30,UAE201,Engine,Warning,Manual override required,
06:07:00,UAE201,Hydraulics,Normal,Manual override required,
06:07:30,UAE201,Avionics,Warning,No action needed,
06:08:00,UAE201,Landing Gear,Critical,Manual override required,
06:08:30,UAE201,Landing Gear,Warning,System reset needed,
06:09:00,UAE201,Electrical,Critical,Manual override required,
06:09:30,UAE201,Avionics,Warning,Manual override required,
06:10:00,UAE201,Avionics,Warning,Manual override required,
06:10:30,UAE201,Electrical,Normal,System reset needed,
06:11:00,UAE201,Avionics,Critical,System reset needed,
06:11:30,UAE201,Hydraulics,Normal,No action needed,
06:12:00,UAE201,Electrical,Warning,System reset needed,
06:12:30,UAE201,Electrical,Normal,Manual override required,
06:13:00,UAE201,Landing Gear,Normal,Manual override required,
06:13:30,UAE201,Engine,Normal,System reset needed,
06:14:00,UAE201,Hydraulics,Critical,System reset needed,
06:14:30,UAE201,Landing Gear,Critical,Manual override required,
06:15:00,UAE201,Avionics,Critical,No action needed,
06:15:30,UAE201,Hydraulics,Normal,Manual override required,
06:16:00,UAE201,Electrical,Warning,No action needed,
06:16:30,UAE201,Electrical,Critical,Manual override required,
06:17:00,UAE201,Landing Gear,Normal,Manual override required,
06:17:30,UAE201,Electrical,Warning,System reset needed,
06:18:00,UAE201,Engine,Warning,Manual override required,
06:18:30,UAE201,Electrical,Critical,System reset needed,
06:19:00,UAE201,Landing Gear,Normal,Manual override required,
06:19:30,UAE201,Landing Gear,Critical,No action needed,
06:20:00,UAE201,Landing Gear,Warning,System reset needed,
06:20:30,UAE201,Hydraulics,Critical,No action needed,
06:21:00,UAE201,Electrical,Warning,No action needed,
06:21:30,UAE201,Hydraulics,Critical,System reset needed,
06:22:00,UAE201,Avionics,Critical,No action needed,
06:22:30,UAE201,Hydraulics,Warning,Manual override required,
06:23:00,UAE201,Avionics,Normal,No action needed,
06:23:30,UAE201,Electrical,Warning,No action needed,
06:24:00,UAE201,Engine,Critical,System reset needed,
06:24:30,UAE201,Engine,Warning,System reset needed,
06:25:00,UAE201,Avionics,Normal,Manual override required,
06:25:30,UAE201,Hydraulics,Warning,No action needed,
06:26:00,UAE201,Avionics,Warning,System reset needed,
06:26:30,UAE201,Avionics,Critical,No action needed,
06:27:00,UAE201,Avionics,Warning,No action needed,
06:27:30,UAE201,Electrical,Critical,System reset needed,
06:28:00,UAE201,Hydraulics,Critical,Manual override required,
06:28:30,UAE201,Engine,Normal,No action needed,
06:29:00,UAE201,Avionics,Critical,Manual override required,
06:29:30,UAE201,Avionics,Normal,Manual override required,
06:30:00,UAE201,Engine,Critical,System reset needed,
06:30:30,UAE201,Landing Gear,Critical,Manual override required,
06:31:00,UAE201,Avionics,Critical,System reset needed,
06:31:30,UAE201,Engine,Warning,Manual override required,
06:32:00,UAE201,Hydraulics,Normal,Manual override required,
06:32:30,UAE201,Avionics,Warning,No action needed,
06:33:00,UAE201,Electrical,Warning,Manual override required,
06:33:30,UAE201,Engine,Critical,System reset needed,
06:34:00,UAE201,Avionics,Normal,No action needed,
06:34:30,UAE201,Landing Gear,Normal,System reset needed,
06:35:00,UAE201,Avionics,Critical,System reset needed,
06:35:30,UAE201,Electrical,Normal,System reset needed,
06:36:00,UAE201,Engine,Warning,Manual override required,
06:36:30,UAE201,Engine,Critical,System reset needed,
06:37:00,UAE201,Avionics,Warning,System reset needed,
06:37:30,UAE201,Electrical,Normal,System reset needed,
06:38:00,UAE201,Landing Gear,Warning,No action needed,
06:38:30,UAE201,Avionics,Warning,Manual override required,
06:39:00,UAE201,Engine,Warning,No action needed,
06:39:30,UAE201,Electrical,Warning,No action needed,
06:40:00,UAE201,Avionics,Normal,Manual override required,
06:40:30,UAE201,Avionics,Critical,Manual override required,
06:41:00,UAE201,Landing Gear,Critical,System reset needed,
06:41:30,UAE201,Electrical,Warning,System reset needed,
06:42:00,UAE201,Landing Gear,Critical,Manual override required,
06:42:30,UAE201,Electrical,Critical,Manual override required,
06:43:00,UAE201,Avionics,Normal,No action needed,
06:43:30,UAE201,Electrical,Critical,Manual override required,
06:44:00,UAE201,Engine,Warning,Manual override required,
06:44:30,UAE201,Electrical,Warning,Manual override required,
06:45:00,UAE201,Hydraulics,Warning,Manual override required,
06:45:30,UAE201,Engine,Critical,No action needed,
06:46:00,UAE201,Electrical,Critical,System reset needed,
06:46:30,UAE201,Electrical,Warning,No action needed,
06:47:00,UAE201,Landing Gear,Warning,No action needed,
06:47:30,UAE201,Landing Gear,Warning,Manual override required,
06:48:00,UAE201,Hydraulics,Warning,System reset needed,
06:48:30,UAE201,Engine,Warning,Manual override required,
06:49:00,UAE201,Landing Gear,Critical,Manual override required,
06:49:30,UAE201,Electrical,Critical,Manual override required,
06:50:00,UAE201,Landing Gear,Critical,Manual override required,
06:50:30,UAE201,Landing Gear,Critical,No action needed,
06:51:00,UAE201,Hydraulics,Normal,Manual override required,
06:51:30,UAE201,Landing Gear,Critical,Manual override required,
06:52:00,UAE201,Hydraulics,Critical,No action needed,
06:52:30,UAE201,Hydraulics,Normal,Manual override required,
06:53:00,UAE201,Electrical,Critical,No action needed,
06:53:30,UAE201,Hydraulics,Critical,Manual override required,
06:54:00,UAE201,Electrical,Normal,Manual override required,
06:54:30,UAE201,Engine,Normal,Manual override required,
06:55:00,UAE201,Landing Gear,Warning,System reset needed,
06:55:30,UAE201,Hydraulics,Critical,System reset needed,
06:56:00,UAE201,Electrical,Normal,System reset needed,
06:56:30,UAE201,Electrical,Critical,No action needed,
06:57:00,UAE201,Landing Gear,Normal,System reset needed,
06:57:30,UAE201,Electrical,Normal,No action needed,
06:58:00,UAE201,Electrical,Warning,System reset needed,
06:58:30,UAE201,Engine,Critical,Manual override required,
06:59:00,UAE201,Landing Gear,Normal,System reset needed,
06:59:30,UAE201,Avionics,Normal,System reset needed,
07:00:00,UAE201,Hydraulics,Warning,System reset needed,
07:00:30,UAE201,Hydraulics,Critical,Manual override required,
07:01:00,UAE201,Avionics,Normal,No action needed,
07:01:30,UAE201,Landing Gear,Normal,No action needed,
07:02:00,UAE201,Landing Gear,Critical,No action needed,
07:02:30,UAE201,Hydraulics,Warning,System reset needed,
07:03:00,UAE201,Engine,Warning,Manual override required,
07:03:30,UAE201,Engine,Critical,Manual override required,
07:04:00,UAE201,Landing Gear,Normal,No action needed,
07:04:30,UAE201,Hydraulics,Warning,System reset needed,
07:05:00,UAE201,Landing Gear,Critical,System reset needed,
07:05:30,UAE201,Engine,Warning,System reset needed,
07:06:00,UAE201,Electrical,Warning,System reset needed,
07:06:30,UAE201,Landing Gear,Normal,No action needed,
07:07:00,UAE201,Electrical,Critical,Manual override required,
07:07:30,UAE201,Engine,Warning,No action needed,
07:08:00,UAE201,Electrical,Warning,System reset needed,
07:08:30,UAE201,Engine,Critical,Manual override required,
07:09:00,UAE201,Avionics,Warning,No action needed,
07:09:30,UAE201,Avionics,Normal,Manual override required,
07:10:00,UAE201,Landing Gear,Warning,Manual override required,
07:10:30,UAE201,Hydraulics,Normal,Manual override required,
07:11:00,UAE201,Electrical,Warning,Manual override required,
07:11:30,UAE201,Electrical,Normal,No action needed,
07:12:00,UAE201,Engine,Critical,Manual override required,
07:12:30,UAE201,Engine,Critical,System reset needed,
07:13:00,UAE201,Engine,Critical,Manual override required,
07:13:30,UAE201,Hydraulics,Normal,No action needed,
07:14:00,UAE201,Landing Gear,Critical,System reset needed,
07:14:30,UAE201,Landing Gear,Normal,Manual override required,
07:15:00,UAE201,Electrical,Critical,Manual override required,
07:15:30,UAE201,Engine,Normal,System reset needed,
07:16:00,UAE201,Electrical,Normal,No action needed,
07:16:30,UAE201,Engine,Normal,System reset needed,
07:17:00,UAE201,Electrical,Critical,System reset needed,
07:17:30,UAE201,Engine,Critical,Manual override required,
07:18:00,UAE201,Engine,Critical,System reset needed,
07:18:30,UAE201,Avionics,Normal,System reset needed,
07:19:00,UAE201,Avionics,Warning,System reset needed,
07:19:30,UAE201,Avionics,Normal,System reset needed,
07:20:00,UAE201,Engine,Normal,System reset needed,
07:20:30,UAE201,Avionics,Normal,No action needed,
07:21:00,UAE201,Engine,Normal,Manual override required,
07:21:30,UAE201,Hydraulics,Normal,System reset needed,
07:22:00,UAE201,Avionics,Critical,System reset needed,
07:22:30,UAE201,Electrical,Normal,No action needed,
07:23:00,UAE201,Engine,Warning,Manual override required,
07:23:30,UAE201,Landing Gear,Warning,Manual override required,
07:24:00,UAE201,Engine,Normal,System reset needed,
07:24:30,UAE201,Engine,Critical,Manual override required,
07:25:00,UAE201,Landing Gear,Warning,System reset needed,
07:25:30,UAE201,Engine,Warning,No action needed,
07:26:00,UAE201,Electrical,Normal,No action needed,
07:26:30,UAE201,Hydraulics,Normal,System reset needed,
07:27:00,UAE201,Landing Gear,Normal,Manual override required,
07:27:30,UAE201,Landing Gear,Normal,No action needed,
07:28:00,UAE201,Engine,Warning,No action needed,
07:28:30,UAE201,Landing Gear,Normal,Manual override required,
07:29:00,UAE201,Engine,Warning,No action needed,
07:29:30,UAE201,Landing Gear,Critical,System reset needed,
07:30:00,UAE201,Avionics,Normal,Manual override required,
07:30:30,UAE201,Avionics,Warning,Manual override required,
07:31:00,UAE201,Electrical,Normal,System reset needed,
07:31:30,UAE201,Electrical,Critical,System reset needed,
07:32:00,UAE201,Hydraulics,Warning,Manual override required,
07:32:30,UAE201,Electrical,Normal,No action needed,
07:33:00,UAE201,Hydraulics,Normal,System reset needed,
07:33:30,UAE201,Avionics,Critical,System reset needed,
07:34:00,UAE201,Avionics,Warning,Manual override required,
07:34:30,UAE201,Engine,Normal,Manual override required,
07:35:00,UAE201,Avionics,Normal,System reset needed,
07:35:30,UAE201,Hydraulics,Critical,No action needed,
07:36:00,UAE201,Engine,Warning,System reset needed,
07:36:30,UAE201,Landing Gear,Normal,Manual override required,
07:37:00,UAE201,Avionics,Critical,Manual override required,
07:37:30,UAE201,Electrical,Critical,No action needed,
07:38:00,UAE201,Landing Gear,Warning,System reset needed,
07:38:30,UAE201,Avionics,Critical,No action needed,
07:39:00,UAE201,Electrical,Critical,System reset needed,
07:39:30,UAE201,Engine,Normal,Manual override required,
07:40:00,UAE201,Hydraulics,Critical,No action needed,
07:40:30,UAE201,Electrical,Critical,System reset needed,
07:41:00,UAE201,Avionics,Critical,No action needed,
07:41:30,UAE201,Electrical,Critical,Manual override required,
07:42:00,UAE201,Avionics,Warning,Manual override required,
07:42:30,UAE201,Electrical,Critical,System reset needed,
07:43:00,UAE201,Electrical,Normal,Manual override required,
07:43:30,UAE201,Landing Gear,Critical,Manual override required,
07:44:00,UAE201,Hydraulics,Warning,No action needed,
07:44:30,UAE201,Electrical,Warning,System reset needed,
07:45:00,UAE201,Electrical,Critical,System reset needed,
07:45:30,UAE201,Engine,Normal,Manual override required,
07:46:00,UAE201,Engine,Normal,Manual override required,
07:46:30,UAE201,Avionics,Critical,System reset needed,
07:47:00,UAE201,Engine,Warning,No action needed,
07:47:30,UAE201,Engine,Warning,Manual override required,
07:48:00,UAE201,Electrical,Critical,No action needed,
07:48:30,UAE201,Engine,Normal,No action needed,
07:49:00,UAE201,Landing Gear,Warning,No action needed,
07:49:30,UAE201,Engine,Warning,System reset needed,
07:50:00,UAE201,Engine,Critical,No action needed,
07:50:30,UAE201,Hydraulics,Critical,Manual override required,
07:51:00,UAE201,Engine,Warning,System reset needed,
07:51:30,UAE201,Electrical,Normal,Manual override required,
07:52:00,UAE201,Avionics,Warning,System reset needed,
07:52:30,UAE201,Engine,Warning,Manual override required,
07:53:00,UAE201,Engine,Critical,No action needed,
07:53:30,UAE201,Electrical,Normal,System reset needed,
07:54:00,UAE201,Electrical,Normal,No action needed,
07:54:30,UAE201,Engine,Critical,System reset needed,
07:55:00,UAE201,Landing Gear,Warning,Manual override required,
07:55:30,UAE201,Avionics,Warning,System reset needed,
07:56:00,UAE201,Hydraulics,Critical,System reset needed,
07:56:30,UAE201,Avionics,Normal,No action needed,
07:57:00,UAE201,Electrical,Critical,No action needed,
07:57:30,UAE201,Avionics,Warning,No action needed,
07:58:00,UAE201,Engine,Warning,System reset needed,
07:58:30,UAE201,Engine,Critical,No action needed,
07:59:00,UAE201,Hydraulics,Normal,Manual override required,
07:59:30,UAE201,Engine,Normal,System reset needed,
08:00:00,UAE201,Hydraulics,Critical,Manual override required,
08:00:30,UAE201,Avionics,Critical,System reset needed,
08:01:00,UAE201,Landing Gear,Normal,No action needed,
08:01:30,UAE201,Hydraulics,Critical,No action needed,
08:02:00,UAE201,Hydraulics,Warning,No action needed,
08:02:30,UAE201,Hydraulics,Normal,Manual override required,
08:03:00,UAE201,Avionics,Normal,Manual override required,
08:03:30,UAE201,Avionics,Normal,System reset needed,
08:04:00,UAE201,Engine,Warning,Manual override required,
08:04:30,UAE201,Landing Gear,Critical,Manual override required,
08:05:00,UAE201,Landing Gear,Warning,Manual override required,
08:05:30,UAE201,Avionics,Critical,Manual override required,
08:06:00,UAE201,Electrical,Normal,System reset needed,
08:06:30,UAE201,Engine,Critical,Manual override required,
08:07:00,UAE201,Avionics,Normal,No action needed,
08:07:30,UAE201,Hydraulics,Critical,No action needed,
08:08:00,UAE201,Hydraulics,Normal,System reset needed,
08:08:30,UAE201,Avionics,Warning,Manual override required,
08:09:00,UAE201,Avionics,Normal,System reset needed,
08:09:30,UAE201,Landing Gear,Warning,System reset needed,
08:10:00,UAE201,Hydraulics,Warning,No action needed,
08:10:30,UAE201,Engine,Critical,No action needed,
08:11:00,UAE201,Engine,Normal,Manual override required,
08:11:30,UAE201,Electrical,Critical,Manual override required,
08:12:00,UAE201,Engine,Critical,System reset needed,
08:12:30,UAE201,Landing Gear,Critical,No action needed,
08:13:00,UAE201,Avionics,Warning,Manual override required,
08:13:30,UAE201,Hydraulics,Normal,No action needed,
08:14:00,UAE201,Electrical,Warning,System reset needed,
08:14:30,UAE201,Electrical,Critical,Manual override required,
08:15:00,UAE201,Hydraulics,Warning,System reset needed,
08:15:30,UAE201,Electrical,Warning,System reset needed,
08:16:00,UAE201,Hydraulics,Normal,No action needed,
08:16:30,UAE201,Electrical,Warning,System reset needed,
08:17:00,UAE201,Electrical,Warning,Manual override required,
08:17:30,UAE201,Landing Gear,Normal,No action needed,
08:18:00,UAE201,Electrical,Warning,No action needed,
08:18:30,UAE201,Avionics,Warning,System reset needed,
08:19:00,UAE201,Landing Gear,Normal,No action needed,
08:19:30,UAE201,Avionics,Warning,System reset needed,
08:20:00,UAE201,Electrical,Critical,System reset needed,
08:20:30,UAE201,Engine,Normal,Manual override required,
08:21:00,UAE201,Electrical,Critical,System reset needed,
08:21:30,UAE201,Electrical,Critical,System reset needed,
08:22:00,UAE201,Engine,Normal,Manual override required,
08:22:30,UAE201,Landing Gear,Critical,System reset needed,
08:23:00,UAE201,Landing Gear,Warning,System reset needed,
08:23:30,UAE201,Avionics,Warning,No action needed,
08:24:00,UAE201,Engine,Critical,System reset needed,
08:24:30,UAE201,Hydraulics,Critical,System reset needed,
08:25:00,UAE201,Hydraulics,Warning,No action needed,
08:25:30,UAE201,Electrical,Normal,System reset needed,
08:26:00,UAE201,Hydraulics,Normal,Manual override required,
08:26:30,UAE201,Electrical,Critical,No action needed,
08:27:00,UAE201,Landing Gear,Critical,System reset needed,
08:27:30,UAE201,Avionics,Normal,System reset needed,
08:28:00,UAE201,Landing Gear,Normal,Manual override required,
08:28:30,UAE201,Landing Gear,Warning,System reset needed,
08:29:00,UAE201,Engine,Warning,No action needed,
08:29:30,UAE201,Landing Gear,Warning,No action needed,
08:30:00,UAE201,Avionics,Critical,No action needed,
08:30:30,UAE201,Landing Gear,Critical,Manual override required,
08:31:00,UAE201,Engine,Normal,System reset needed,
08:31:30,UAE201,Electrical,Normal,No action needed,
