Time,Call Sign,Total Weight (kg),Cargo Type,Weight Distribution,Fuel Adjustment Needed
05:55:00,UAE201,77114,Hazardous,Imbalanced,Fuel adjustment required
05:55:30,UAE201,52007,Hazardous,Balanced,No adjustment needed
05:56:00,UAE201,65568,Normal,Imbalanced,Fuel adjustment required
05:56:30,UAE201,95584,Normal,Balanced,No adjustment needed
05:57:00,UAE201,132488,Normal,Balanced,No adjustment needed
05:57:30,UAE201,184252,Hazardous,Imbalanced,Fuel adjustment required
05:58:00,UAE201,94286,Hazardous,Balanced,No adjustment needed
05:58:30,UAE201,147772,Hazardous,Balanced,Fuel adjustment required
05:59:00,UAE201,59793,Normal,Imbalanced,Fuel adjustment required
05:59:30,UAE201,239728,Hazardous,Imbalanced,No adjustment needed
06:00:00,UAE201,55209,Normal,Balanced,No adjustment needed
06:00:30,UAE201,103669,Normal,Imbalanced,No adjustment needed
06:01:00,UAE201,68052,Normal,Balanced,No adjustment needed
06:01:30,UAE201,176820,Normal,Imbalanced,No adjustment needed
06:02:00,UAE201,110903,Hazardous,Balanced,Fuel adjustment required
06:02:30,UAE201,175034,Hazardous,Imbalanced,No adjustment needed
06:03:00,UAE201,160021,Hazardous,Balanced,No adjustment needed
06:03:30,UAE201,165600,Normal,Balanced,No adjustment needed
06:04:00,UAE201,101305,Normal,Imbalanced,No adjustment needed
06:04:30,UAE201,147277,Hazardous,Balanced,Fuel adjustment required
06:05:00,UAE201,234475,Normal,Balanced,Fuel adjustment required
06:05:30,UAE201,240677,Hazardous,Imbalanced,Fuel adjustment required
06:06:00,UAE201,116646,Hazardous,Balanced,Fuel adjustment required
06:06:30,UAE201,167163,Normal,Imbalanced,No adjustment needed
06:07:00,UAE201,232251,Normal,Imbalanced,No adjustment needed
06:07:30,UAE201,223953,Hazardous,Imbalanced,Fuel adjustment required
06:08:00,UAE201,87319,Hazardous,Imbalanced,No adjustment needed
06:08:30,UAE201,231063,Hazardous,Imbalanced,Fuel adjustment required
06:09:00,UAE201,187062,Hazardous,Imbalanced,Fuel adjustment required
06:09:30,UAE201,93533,Hazardous,Balanced,Fuel adjustment required
06:10:00,UAE201,198382,Normal,Imbalanced,No adjustment needed
06:10:30,UAE201,186893,Hazardous,Imbalanced,No adjustment needed
06:11:00,UAE201,158866,Hazardous,Imbalanced,No adjustment needed
06:11:30,UAE201,172362,Hazardous,Imbalanced,No adjustment needed
06:12:00,UAE201,112274,Normal,Imbalanced,No adjustment needed
06:12:30,UAE201,52463,Hazardous,Balanced,No adjustment needed
06:13:00,UAE201,230772,Normal,Balanced,Fuel adjustment required
06:13:30,UAE201,232855,Hazardous,Balanced,Fuel adjustment required
06:14:00,UAE201,121501,Hazardous,Balanced,Fuel adjustment required
06:14:30,UAE201,247393,Hazardous,Imbalanced,No adjustment needed
06:15:00,UAE201,194441,Hazardous,Imbalanced,Fuel adjustment required
06:15:30,UAE201,111759,Normal,Imbalanced,No adjustment needed
06:16:00,UAE201,90727,Hazardous,Imbalanced,Fuel adjustment required
06:16:30,UAE201,126780,Hazardous,Balanced,Fuel adjustment required
06:17:00,UAE201,231728,Hazardous,Imbalanced,Fuel adjustment required
06:17:30,UAE201,216488,Normal,Balanced,No adjustment needed
06:18:00,UAE201,219396,Hazardous,Balanced,Fuel adjustment required
06:18:30,UAE201,79614,Normal,Balanced,Fuel adjustment required
06:19:00,UAE201,160662,Hazardous,Balanced,Fuel adjustment required
06:19:30,UAE201,56618,Hazardous,Imbalanced,Fuel adjustment required
06:20:00,UAE201,186421,Hazardous,Imbalanced,Fuel adjustment required
06:20:30,UAE201,166338,Normal,Balanced,No adjustment needed
06:21:00,UAE201,151826,Normal,Balanced,Fuel adjustment required
06:21:30,UAE201,165454,Normal,Imbalanced,Fuel adjustment required
06:22:00,UAE201,161973,Normal,Balanced,No adjustment needed
06:22:30,UAE201,122375,Normal,Balanced,Fuel adjustment required
06:23:00,UAE201,135031,Normal,Imbalanced,No adjustment needed
06:23:30,UAE201,51708,Hazardous,Balanced,No adjustment needed
06:24:00,UAE201,236501,Hazardous,Imbalanced,Fuel adjustment required
06:24:30,UAE201,70144,Normal,Balanced,Fuel adjustment required
06:25:00,UAE201,230508,Normal,Balanced,No adjustment needed
06:25:30,UAE201,73392,Hazardous,Imbalanced,No adjustment needed
06:26:00,UAE201,107674,Normal,Balanced,No adjustment needed
06:26:30,UAE201,93394,Hazardous,Balanced,No adjustment needed
06:27:00,UAE201,141049,Hazardous,Imbalanced,Fuel adjustment required
06:27:30,UAE201,244911,Hazardous,Balanced,Fuel adjustment required
06:28:00,UAE201,137748,Normal,Imbalanced,Fuel adjustment required
06:28:30,UAE201,72153,Normal,Balanced,Fuel adjustment required
06:29:00,UAE201,173701,Hazardous,Balanced,Fuel adjustment required
06:29:30,UAE201,79933,Normal,Balanced,Fuel adjustment required
06:30:00,UAE201,244982,Hazardous,Balanced,No adjustment needed
06:30:30,UAE201,210577,Hazardous,Balanced,Fuel adjustment required
06:31:00,UAE201,116815,Hazardous,Imbalanced,No adjustment needed
06:31:30,UAE201,107175,Normal,Imbalanced,Fuel adjustment required
06:32:00,UAE201,121215,Normal,Imbalanced,Fuel adjustment required
06:32:30,UAE201,62468,Hazardous,Balanced,No adjustment needed
06:33:00,UAE201,218356,Hazardous,Imbalanced,Fuel adjustment required
06:33:30,UAE201,147037,Hazardous,Imbalanced,Fuel adjustment required
06:34:00,UAE201,73037,Normal,Balanced,No adjustment needed
06:34:30,UAE201,163410,Normal,Imbalanced,No adjustment needed
06:35:00,UAE201,176389,Normal,Imbalanced,No adjustment needed
06:35:30,UAE201,130174,Normal,Imbalanced,Fuel adjustment required
06:36:00,UAE201,78847,Hazardous,Balanced,Fuel adjustment required
06:36:30,UAE201,220525,Normal,Imbalanced,Fuel adjustment required
06:37:00,UAE201,201858,Normal,Imbalanced,No adjustment needed
06:37:30,UAE201,133490,Hazardous,Balanced,No adjustment needed
06:38:00,UAE201,74737,Normal,Balanced,No adjustment needed
06:38:30,UAE201,70543,Hazardous,Balanced,No adjustment needed
06:39:00,UAE201,176188,Normal,Imbalanced,Fuel adjustment required
06:39:30,UAE201,222507,Hazardous,Imbalanced,Fuel adjustment required
06:40:00,UAE201,202451,Hazardous,Imbalanced,Fuel adjustment required
06:40:30,UAE201,126898,Normal,Balanced,No adjustment needed
06:41:00,UAE201,192066,Normal,Balanced,No adjustment needed
06:41:30,UAE201,60322,Normal,Imbalanced,No adjustment needed
06:42:00,UAE201,241364,Normal,Imbalanced,Fuel adjustment required
06:42:30,UAE201,188331,Hazardous,Imbalanced,No adjustment needed
06:43:00,UAE201,76467,Hazardous,Balanced,No adjustment needed
06:43:30,UAE201,222090,Normal,Imbalanced,Fuel adjustment required
06:44:00,UAE201,64409,Hazardous,Balanced,Fuel adjustment required
06:44:30,UAE201,207875,Normal,Balanced,Fuel adjustment required
06:45:00,UAE201,119965,Hazardous,Balanced,Fuel adjustment required
06:45:30,UAE201,157870,Hazardous,Balanced,No adjustment needed
06:46:00,UAE201,168080,Normal,Balanced,No adjustment needed
06:46:30,UAE201,240250,Hazardous,Imbalanced,Fuel adjustment required
06:47:00,UAE201,114899,Normal,Imbalanced,No adjustment needed
06:47:30,UAE201,213637,Normal,Imbalanced,Fuel adjustment required
06:48:00,UAE201,74563,Normal,Balanced,No adjustment needed
06:48:30,UAE201,192947,Normal,Balanced,Fuel adjustment required
06:49:00,UAE201,184827,Normal,Balanced,Fuel adjustment required
06:49:30,UAE201,53616,Hazardous,Balanced,Fuel adjustment required
06:50:00,UAE201,89710,Normal,Imbalanced,Fuel adjustment required
06:50:30,UAE201,135534,Normal,Balanced,No adjustment needed
06:51:00,UAE201,234756,Normal,Balanced,No adjustment needed
06:51:30,UAE201,230734,Normal,Balanced,Fuel adjustment required
06:52:00,UAE201,70992,Hazardous,Imbalanced,No adjustment needed
06:52:30,UAE201,244303,Hazardous,Balanced,Fuel adjustment required
06:53:00,UAE201,148035,Normal,Balanced,Fuel adjustment required
06:53:30,UAE201,76394,Normal,Imbalanced,No adjustment needed
06:54:00,UAE201,75906,Hazardous,Imbalanced,No adjustment needed
06:54:30,UAE201,225430,Normal,Imbalanced,Fuel adjustment required
06:55:00,UAE201,121800,Normal,Balanced,No adjustment needed
06:55:30,UAE201,113518,Hazardous,Imbalanced,No adjustment needed
06:56:00,UAE201,196529,Normal,Imbalanced,No adjustment needed
06:56:30,UAE201,249494,Hazardous,Balanced,No adjustment needed
06:57:00,UAE201,166693,Normal,Balanced,No adjustment needed
06:57:30,UAE201,119176,Hazardous,Imbalanced,No adjustment needed
06:58:00,UAE201,127653,Hazardous,Imbalanced,Fuel adjustment required
06:58:30,UAE201,50685,Hazardous,Balanced,No adjustment needed
06:59:00,UAE201,104527,Hazardous,Imbalanced,No adjustment needed
06:59:30,UAE201,176799,Normal,Imbalanced,No adjustment needed
07:00:00,UAE201,206378,Normal,Imbalanced,Fuel adjustment required
07:00:30,UAE201,233473,Hazardous,Balanced,No adjustment needed
07:01:00,UAE201,120327,Hazardous,Imbalanced,No adjustment needed
07:01:30,UAE201,61141,Normal,Balanced,No adjustment needed
07:02:00,UAE201,178434,Normal,Balanced,No adjustment needed
07:02:30,UAE201,74730,Hazardous,Balanced,No adjustment needed
07:03:00,UAE201,143300,Hazardous,Imbalanced,Fuel adjustment required
07:03:30,UAE201,57038,Normal,Imbalanced,Fuel adjustment required
07:04:00,UAE201,144546,Normal,Balanced,Fuel adjustment required
07:04:30,UAE201,194204,Normal,Imbalanced,No adjustment needed
07:05:00,UAE201,123279,Normal,Imbalanced,No adjustment needed
07:05:30,UAE201,166427,Hazardous,Balanced,Fuel adjustment required
07:06:00,UAE201,124916,Hazardous,Balanced,Fuel adjustment required
07:06:30,UAE201,222774,Normal,Imbalanced,Fuel adjustment required
07:07:00,UAE201,71161,Normal,Imbalanced,Fuel adjustment required
07:07:30,UAE201,140494,Normal,Balanced,Fuel adjustment required
07:08:00,UAE201,196312,Normal,Imbalanced,No adjustment needed
07:08:30,UAE201,86545,Normal,Balanced,Fuel adjustment required
07:09:00,UAE201,183835,Normal,Balanced,Fuel adjustment required
07:09:30,UAE201,234539,Hazardous,Balanced,Fuel adjustment required
07:10:00,UAE201,185906,Normal,Imbalanced,No adjustment needed
07:10:30,UAE201,199269,Hazardous,Imbalanced,Fuel adjustment required
07:11:00,UAE201,249872,Normal,Imbalanced,Fuel adjustment required
07:11:30,UAE201,116827,Hazardous,Imbalanced,No adjustment needed
07:12:00,UAE201,207300,Hazardous,Balanced,Fuel adjustment required
07:12:30,UAE201,170102,Normal,Imbalanced,No adjustment needed
07:13:00,UAE201,72486,Hazardous,Imbalanced,No adjustment needed
07:13:30,UAE201,52037,Normal,Balanced,Fuel adjustment required
07:14:00,UAE201,190939,Normal,Balanced,Fuel adjustment required
07:14:30,UAE201,248757,Hazardous,Balanced,No adjustment needed
07:15:00,UAE201,82772,Hazardous,Imbalanced,Fuel adjustment required
07:15:30,UAE201,138258,Normal,Imbalanced,No adjustment needed
07:16:00,UAE201,217292,Normal,Balanced,No adjustment needed
07:16:30,UAE201,56900,Hazardous,Imbalanced,No adjustment needed
07:17:00,UAE201,228068,Normal,Imbalanced,No adjustment needed
07:17:30,UAE201,123706,Normal,Balanced,Fuel adjustment required
07:18:00,UAE201,103236,Hazardous,Balanced,No adjustment needed
07:18:30,UAE201,205877,Hazardous,Imbalanced,No adjustment needed
07:19:00,UAE201,223163,Hazardous,Imbalanced,Fuel adjustment required
07:19:30,UAE201,249475,Hazardous,Imbalanced,No adjustment needed
07:20:00,UAE201,67933,Normal,Balanced,Fuel adjustment required
07:20:30,UAE201,136781,Normal,Imbalanced,Fuel adjustment required
07:21:00,UAE201,185106,Normal,Balanced,Fuel adjustment required
07:21:30,UAE201,193464,Hazardous,Balanced,Fuel adjustment required
07:22:00,UAE201,119076,Hazardous,Imbalanced,No adjustment needed
07:22:30,UAE201,118640,Hazardous,Imbalanced,Fuel adjustment required
07:23:00,UAE201,127203,Hazardous,Balanced,Fuel adjustment required
07:23:30,UAE201,154468,Hazardous,Balanced,Fuel adjustment required
07:24:00,UAE201,236087,Normal,Imbalanced,No adjustment needed
07:24:30,UAE201,98271,Normal,Balanced,No adjustment needed
07:25:00,UAE201,51658,Normal,Balanced,Fuel adjustment required
07:25:30,UAE201,117290,Normal,Imbalanced,No adjustment needed
07:26:00,UAE201,80335,Normal,Balanced,No adjustment needed
07:26:30,UAE201,242031,Hazardous,Balanced,Fuel adjustment required
07:27:00,UAE201,182315,Hazardous,Imbalanced,Fuel adjustment required
07:27:30,UAE201,55064,Normal,Balanced,Fuel adjustment required
07:28:00,UAE201,232145,Normal,Balanced,Fuel adjustment required
07:28:30,UAE201,86126,Normal,Balanced,Fuel adjustment required
07:29:00,UAE201,77919,Hazardous,Balanced,No adjustment needed
07:29:30,UAE201,78622,Hazardous,Balanced,Fuel adjustment required
07:30:00,UAE201,117153,Hazardous,Imbalanced,Fuel adjustment required
07:30:30,UAE201,152775,Hazardous,Balanced,Fuel adjustment required
07:31:00,UAE201,246251,Hazardous,Balanced,No adjustment needed
07:31:30,UAE201,122135,Hazardous,Imbalanced,No adjustment needed
07:32:00,UAE201,111338,Normal,Balanced,No adjustment needed
07:32:30,UAE201,54117,Hazardous,Imbalanced,Fuel adjustment required
07:33:00,UAE201,109125,Normal,Imbalanced,Fuel adjustment required
07:33:30,UAE201,175858,Normal,Imbalanced,No adjustment needed
07:34:00,UAE201,72837,Hazardous,Balanced,Fuel adjustment required
07:34:30,UAE201,103068,Hazardous,Balanced,No adjustment needed
07:35:00,UAE201,96101,Hazardous,Balanced,Fuel adjustment required
07:35:30,UAE201,170537,Hazardous,Imbalanced,No adjustment needed
07:36:00,UAE201,217017,Hazardous,Balanced,No adjustment needed
07:36:30,UAE201,50081,Normal,Balanced,Fuel adjustment required
07:37:00,UAE201,152915,Normal,Balanced,No adjustment needed
07:37:30,UAE201,164960,Normal,Balanced,No adjustment needed
07:38:00,UAE201,150831,Hazardous,Balanced,Fuel adjustment required
07:38:30,UAE201,153319,Normal,Imbalanced,Fuel adjustment required
07:39:00,UAE201,233213,Hazardous,Balanced,Fuel adjustment required
07:39:30,UAE201,159372,Normal,Balanced,Fuel adjustment required
07:40:00,UAE201,169172,Hazardous,Imbalanced,Fuel adjustment required
07:40:30,UAE201,189315,Hazardous,Imbalanced,No adjustment needed
07:41:00,UAE201,73805,Normal,Balanced,No adjustment needed
07:41:30,UAE201,197849,Normal,Imbalanced,No adjustment needed
07:42:00,UAE201,137532,Normal,Balanced,Fuel adjustment required
07:42:30,UAE201,71938,Hazardous,Balanced,Fuel adjustment required
07:43:00,UAE201,172423,Hazardous,Imbalanced,Fuel adjustment required
07:43:30,UAE201,192908,Normal,Balanced,No adjustment needed
07:44:00,UAE201,123704,Normal,Imbalanced,No adjustment needed
07:44:30,UAE201,188443,Hazardous,Imbalanced,No adjustment needed
07:45:00,UAE201,118682,Hazardous,Imbalanced,Fuel adjustment required
07:45:30,UAE201,145113,Normal,Imbalanced,No adjustment needed
07:46:00,UAE201,187425,Normal,Imbalanced,Fuel adjustment required
07:46:30,UAE201,126544,Normal,Balanced,Fuel adjustment required
07:47:00,UAE201,138501,Normal,Imbalanced,Fuel adjustment required
07:47:30,UAE201,104214,Normal,Imbalanced,No adjustment needed
07:48:00,UAE201,180278,Hazardous,Imbalanced,Fuel adjustment required
07:48:30,UAE201,98238,Hazardous,Imbalanced,No adjustment needed
07:49:00,UAE201,56256,Hazardous,Imbalanced,No adjustment needed
07:49:30,UAE201,212212,Hazardous,Imbalanced,No adjustment needed
07:50:00,UAE201,108092,Hazardous,Imbalanced,Fuel adjustment required
07:50:30,UAE201,229821,Normal,Balanced,No adjustment needed
07:51:00,UAE201,131380,Normal,Imbalanced,No adjustment needed
07:51:30,UAE201,142780,Hazardous,Balanced,No adjustment needed
07:52:00,UAE201,207394,Hazardous,Balanced,No adjustment needed
07:52:30,UAE201,248491,Hazardous,Imbalanced,Fuel adjustment required
07:53:00,UAE201,76106,Hazardous,Imbalanced,No adjustment needed
07:53:30,UAE201,104711,Normal,Imbalanced,No adjustment needed
07:54:00,UAE201,246377,Hazardous,Balanced,No adjustment needed
07:54:30,UAE201,171566,Normal,Balanced,Fuel adjustment required
07:55:00,UAE201,227520,Hazardous,Balanced,Fuel adjustment required
07:55:30,UAE201,224266,Hazardous,Imbalanced,Fuel adjustment required
07:56:00,UAE201,224525,Hazardous,Balanced,No adjustment needed
07:56:30,UAE201,143428,Hazardous,Balanced,No adjustment needed
07:57:00,UAE201,157291,Hazardous,Imbalanced,Fuel adjustment required
07:57:30,UAE201,54999,Hazardous,Imbalanced,No adjustment needed
07:58:00,UAE201,145175,Hazardous,Imbalanced,No adjustment needed
07:58:30,UAE201,207253,Hazardous,Balanced,No adjustment needed
07:59:00,UAE201,129147,Normal,Balanced,No adjustment needed
07:59:30,UAE201,126863,Hazardous,Balanced,No adjustment needed
08:00:00,UAE201,158223,Hazardous,Balanced,No adjustment needed
08:00:30,UAE201,190871,Normal,Balanced,No adjustment needed
08:01:00,UAE201,247677,Normal,Balanced,No adjustment needed
08:01:30,UAE201,123946,Hazardous,Balanced,No adjustment needed
08:02:00,UAE201,237171,Hazardous,Imbalanced,No adjustment needed
08:02:30,UAE201,134104,Hazardous,Imbalanced,No adjustment needed
08:03:00,UAE201,126861,Hazardous,Balanced,Fuel adjustment required
08:03:30,UAE201,248839,Normal,Imbalanced,Fuel adjustment required
08:04:00,UAE201,177823,Hazardous,Balanced,No adjustment needed
08:04:30,UAE201,146059,Hazardous,Balanced,Fuel adjustment required
08:05:00,UAE201,173317,Normal,Imbalanced,Fuel adjustment required
08:05:30,UAE201,169108,Hazardous,Imbalanced,No adjustment needed
08:06:00,UAE201,205528,Hazardous,Imbalanced,Fuel adjustment required
08:06:30,UAE201,99104,Normal,Balanced,No adjustment needed
08:07:00,UAE201,232765,Hazardous,Balanced,Fuel adjustment required
08:07:30,UAE201,185280,Hazardous,Balanced,No adjustment needed
08:08:00,UAE201,218833,Normal,Imbalanced,No adjustment needed
08:08:30,UAE201,72393,Normal,Balanced,No adjustment needed
08:09:00,UAE201,99334,Normal,Imbalanced,Fuel adjustment required
08:09:30,UAE201,162674,Normal,Balanced,Fuel adjustment required
08:10:00,UAE201,149345,Normal,Imbalanced,Fuel adjustment required
08:10:30,UAE201,85435,Hazardous,Imbalanced,Fuel adjustment required
08:11:00,UAE201,193933,Normal,Balanced,No adjustment needed
08:11:30,UAE201,170259,Hazardous,Imbalanced,Fuel adjustment required
08:12:00,UAE201,107815,Hazardous,Imbalanced,Fuel adjustment required
08:12:30,UAE201,66015,Hazardous,Imbalanced,Fuel adjustment required
08:13:00,UAE201,163308,Normal,Balanced,No adjustment needed
08:13:30,UAE201,161256,Hazardous,Balanced,Fuel adjustment required
08:14:00,UAE201,135708,Normal,Imbalanced,No adjustment needed
08:14:30,UAE201,196147,Hazardous,Imbalanced,No adjustment needed
08:15:00,UAE201,108593,Normal,Balanced,No adjustment needed
08:15:30,UAE201,61785,Normal,Balanced,No adjustment needed
08:16:00,UAE201,243341,Normal,Imbalanced,Fuel adjustment required
08:16:30,UAE201,129589,Hazardous,Balanced,Fuel adjustment required
08:17:00,UAE201,213146,Normal,Imbalanced,Fuel adjustment required
08:17:30,UAE201,125473,Normal,Balanced,Fuel adjustment required
08:18:00,UAE201,165735,Normal,Imbalanced,No adjustment needed
08:18:30,UAE201,99375,Normal,Imbalanced,No adjustment needed
08:19:00,UAE201,62801,Normal,Balanced,Fuel adjustment required
08:19:30,UAE201,105200,Normal,Imbalanced,Fuel adjustment required
08:20:00,UAE201,139091,Hazardous,Balanced,Fuel adjustment required
08:20:30,UAE201,91312,Normal,Imbalanced,Fuel adjustment required
08:21:00,UAE201,220937,Normal,Balanced,Fuel adjustment required
08:21:30,UAE201,239131,Normal,Balanced,No adjustment needed
08:22:00,UAE201,182517,Normal,Balanced,No adjustment needed
08:22:30,UAE201,227390,Normal,Imbalanced,No adjustment needed
08:23:00,UAE201,226093,Hazardous,Balanced,No adjustment needed
08:23:30,UAE201,54372,Normal,Imbalanced,Fuel adjustment required
08:24:00,UAE201,199602,Hazardous,Balanced,No adjustment needed
08:24:30,UAE201,96819,Hazardous,Balanced,No adjustment needed
08:25:00,UAE201,83972,Normal,Balanced,Fuel adjustment required
08:25:30,UAE201,233805,Hazardous,Imbalanced,No adjustment needed
08:26:00,UAE201,187761,Normal,Imbalanced,Fuel adjustment required
08:26:30,UAE201,196213,Normal,Balanced,No adjustment needed
08:27:00,UAE201,81671,Hazardous,Balanced,No adjustment needed
08:27:30,UAE201,109153,Normal,Balanced,Fuel adjustment required
08:28:00,UAE201,153408,Normal,Balanced,Fuel adjustment required
08:28:30,UAE201,75869,Hazardous,Balanced,No adjustment needed
08:29:00,UAE201,205121,Hazardous,Imbalanced,Fuel adjustment required
08:29:30,UAE201,110526,Hazardous,Imbalanced,Fuel adjustment required
08:30:00,UAE201,68895,Hazardous,Balanced,Fuel adjustment required
08:30:30,UAE201,78137,Hazardous,Imbalanced,No adjustment needed
08:31:00,UAE201,236267,Normal,Imbalanced,No adjustment needed
08:31:30,UAE201,152560,Normal,Imbalanced,No adjustment needed
08:32:00,UAE201,88616,Normal,Balanced,No adjustment needed
08:32:30,UAE201,177965,Hazardous,Balanced,No adjustment needed
08:33:00,UAE201,209374,Normal,Balanced,Fuel adjustment required
08:33:30,UAE201,78272,Normal,Balanced,No adjustment needed
08:34:00,UAE201,66518,Hazardous,Imbalanced,Fuel adjustment required
08:34:30,UAE201,202646,Normal,Imbalanced,Fuel adjustment required
08:35:00,UAE201,240394,Hazardous,Imbalanced,Fuel adjustment required
08:35:30,UAE201,116212,Hazardous,Balanced,No adjustment needed
08:36:00,UAE201,241155,Hazardous,Imbalanced,No adjustment needed
08:36:30,UAE201,195478,Hazardous,Balanced,Fuel adjustment required
08:37:00,UAE201,80513,Normal,Imbalanced,Fuel adjustment required
08:37:30,UAE201,203287,Hazardous,Imbalanced,Fuel adjustment required
08:38:00,UAE201,161676,Normal,Imbalanced,Fuel adjustment required
08:38:30,UAE201,209292,Normal,Balanced,Fuel adjustment required
08:39:00,UAE201,230147,Normal,Imbalanced,Fuel adjustment required
08:39:30,UAE201,60489,Normal,Balanced,No adjustment needed
08:40:00,UAE201,175149,Normal,Imbalanced,No adjustment needed
08:40:30,UAE201,142086,Normal,Balanced,Fuel adjustment required
08:41:00,UAE201,72177,Hazardous,Balanced,No adjustment needed
08:41:30,UAE201,69407,Normal,Balanced,No adjustment needed
08:42:00,UAE201,249174,Hazardous,Imbalanced,No adjustment needed
08:42:30,UAE201,208183,Normal,Balanced,Fuel adjustment required
08:43:00,UAE201,168892,Normal,Balanced,No adjustment needed
08:43:30,UAE201,220588,Normal,Balanced,No adjustment needed
08:44:00,UAE201,130223,Hazardous,Balanced,Fuel adjustment required
08:44:30,UAE201,89860,Normal,Imbalanced,No adjustment needed
08:45:00,UAE201,158632,Hazardous,Balanced,Fuel adjustment required
08:45:30,UAE201,121073,Hazardous,Imbalanced,No adjustment needed
08:46:00,UAE201,118196,Normal,Balanced,Fuel adjustment required
08:46:30,UAE201,130624,Hazardous,Balanced,No adjustment needed
08:47:00,UAE201,100068,Hazardous,Imbalanced,Fuel adjustment required
08:47:30,UAE201,137334,Normal,Imbalanced,Fuel adjustment required
08:48:00,UAE201,71313,Normal,Imbalanced,No adjustment needed
08:48:30,UAE201,235021,Normal,Balanced,No adjustment needed
08:49:00,UAE201,51310,Normal,Balanced,Fuel adjustment required
08:49:30,UAE201,117211,Normal,Imbalanced,Fuel adjustment required
08:50:00,UAE201,198920,Normal,Imbalanced,Fuel adjustment required
08:50:30,UAE201,169953,Normal,Imbalanced,No adjustment needed
08:51:00,UAE201,115004,Hazardous,Imbalanced,No adjustment needed
08:51:30,UAE201,151198,Hazardous,Imbalanced,Fuel adjustment required
08:52:00,UAE201,130033,Normal,Balanced,Fuel adjustment required
08:52:30,UAE201,138951,Normal,Balanced,Fuel adjustment required
08:53:00,UAE201,85160,Hazardous,Balanced,No adjustment needed
08:53:30,UAE201,248697,Normal,Imbalanced,No adjustment needed
08:54:00,UAE201,63948,Hazardous,Balanced,Fuel adjustment required
08:54:30,UAE201,156855,Hazardous,Imbalanced,No adjustment needed
08:55:00,UAE201,84043,Normal,Balanced,Fuel adjustment required
08:55:30,UAE201,236517,Normal,Balanced,Fuel adjustment required
08:56:00,UAE201,96295,Hazardous,Imbalanced,No adjustment needed
08:56:30,UAE201,107628,Hazardous,Balanced,Fuel adjustment required
08:57:00,UAE201,86749,Normal,Imbalanced,No adjustment needed
08:57:30,UAE201,128845,Normal,Balanced,Fuel adjustment required
08:58:00,UAE201,197911,Hazardous,Balanced,No adjustment needed
08:58:30,UAE201,204893,Hazardous,Imbalanced,Fuel adjustment required
08:59:00,UAE201,201512,Normal,Imbalanced,Fuel adjustment required
08:59:30,UAE201,143671,Hazardous,Imbalanced,No adjustment needed
09:00:00,UAE201,200410,Normal,Imbalanced,Fuel adjustment required
09:00:30,UAE201,237181,Hazardous,Imbalanced,No adjustment needed
09:01:00,UAE201,169103,Normal,Balanced,Fuel adjustment required
09:01:30,UAE201,149052,Normal,Balanced,Fuel adjustment required
09:02:00,UAE201,170081,Hazardous,Imbalanced,Fuel adjustment required
09:02:30,UAE201,183476,Normal,Imbalanced,Fuel adjustment required
09:03:00,UAE201,205922,Hazardous,Imbalanced,No adjustment needed
09:03:30,UAE201,189645,Hazardous,Imbalanced,No adjustment needed
09:04:00,UAE201,225316,Hazardous,Balanced,Fuel adjustment required
09:04:30,UAE201,246379,Hazardous,Balanced,No adjustment needed
09:05:00,UAE201,75281,Hazardous,Imbalanced,Fuel adjustment required
09:05:30,UAE201,228902,Hazardous,Imbalanced,No adjustment needed
09:06:00,UAE201,203835,Normal,Balanced,No adjustment needed
09:06:30,UAE201,58145,Hazardous,Balanced,No adjustment needed
09:07:00,UAE201,193360,Hazardous,Balanced,No adjustment needed
09:07:30,UAE201,148419,Hazardous,Balanced,No adjustment needed
09:08:00,UAE201,59344,Hazardous,Balanced,Fuel adjustment required
09:08:30,UAE201,236518,Normal,Imbalanced,Fuel adjustment required
09:09:00,UAE201,85208,Hazardous,Balanced,No adjustment needed
09:09:30,UAE201,52540,Normal,Balanced,No adjustment needed
09:10:00,UAE201,144496,Hazardous,Imbalanced,No adjustment needed
09:10:30,UAE201,197486,Hazardous,Balanced,No adjustment needed
09:11:00,UAE201,159449,Hazardous,Imbalanced,No adjustment needed
09:11:30,UAE201,92293,Normal,Balanced,No adjustment needed
09:12:00,UAE201,232119,Normal,Imbalanced,No adjustment needed
09:12:30,UAE201,166110,Normal,Imbalanced,Fuel adjustment required
09:13:00,UAE201,186093,Hazardous,Imbalanced,No adjustment needed
09:13:30,UAE201,172488,Hazardous,Balanced,Fuel adjustment required
09:14:00,UAE201,130726,Hazardous,Balanced,No adjustment needed
09:14:30,UAE201,62298,Normal,Balanced,No adjustment needed
09:15:00,UAE201,184302,Hazardous,Balanced,Fuel adjustment required
09:15:30,UAE201,191411,Normal,Balanced,Fuel adjustment required
09:16:00,UAE201,205664,Normal,Balanced,Fuel adjustment required
09:16:30,UAE201,230302,Hazardous,Imbalanced,No adjustment needed
09:17:00,UAE201,153108,Normal,Imbalanced,No adjustment needed
09:17:30,UAE201,202997,Hazardous,Imbalanced,No adjustment needed
09:18:00,UAE201,83570,Hazardous,Imbalanced,No adjustment needed
09:18:30,UAE201,209874,Normal,Balanced,Fuel adjustment required
09:19:00,UAE201,164566,Hazardous,Balanced,No adjustment needed
09:19:30,UAE201,236997,Hazardous,Balanced,Fuel adjustment required
