Time,Call Sign,Crew Status,Passenger Status,Actions Taken
03:30:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
03:30:30,UAE201,Fatigued,Unruly Passenger,None
03:31:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
03:31:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
03:32:00,UAE201,Fatigued,Unruly Passenger,None
03:32:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
03:33:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
03:33:30,UAE201,Exceeded Duty Limits,Normal,None
03:34:00,UAE201,Fatigued,Unruly Passenger,None
03:34:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
03:35:00,UAE201,Normal,Normal,Emergency Landing Requested
03:35:30,UAE201,Fatigued,Medical Emergency,None
03:36:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
03:36:30,UAE201,Normal,Unruly Passenger,None
03:37:00,UAE201,Fatigued,Unruly Passenger,None
03:37:30,UAE201,Fatigued,Normal,Emergency Landing Requested
03:38:00,UAE201,Exceeded Duty Limits,Normal,None
03:38:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
03:39:00,UAE201,Normal,Medical Emergency,None
03:39:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
03:40:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
03:40:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
03:41:00,UAE201,Fatigued,Normal,None
03:41:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
03:42:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
03:42:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
03:43:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
03:43:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
03:44:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
03:44:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
03:45:00,UAE201,Normal,Normal,None
03:45:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
03:46:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
03:46:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
03:47:00,UAE201,Fatigued,Normal,Emergency Landing Requested
03:47:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
03:48:00,UAE201,Exceeded Duty Limits,Normal,None
03:48:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
03:49:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
03:49:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
03:50:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
03:50:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
03:51:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
03:51:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
03:52:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
03:52:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
03:53:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
03:53:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
03:54:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
03:54:30,UAE201,Fatigued,Normal,Emergency Landing Requested
03:55:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
03:55:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
03:56:00,UAE201,Fatigued,Medical Emergency,None
03:56:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
03:57:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
03:57:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
03:58:00,UAE201,Fatigued,Medical Emergency,None
03:58:30,UAE201,Fatigued,Normal,Emergency Landing Requested
03:59:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
03:59:30,UAE201,Normal,Normal,None
04:00:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
04:00:30,UAE201,Normal,Normal,Emergency Landing Requested
04:01:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
04:01:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
04:02:00,UAE201,Fatigued,Normal,None
04:02:30,UAE201,Fatigued,Unruly Passenger,None
04:03:00,UAE201,Fatigued,Unruly Passenger,None
04:03:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
04:04:00,UAE201,Fatigued,Normal,Emergency Landing Requested
04:04:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
04:05:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
04:05:30,UAE201,Normal,Medical Emergency,None
04:06:00,UAE201,Fatigued,Normal,Emergency Landing Requested
04:06:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
04:07:00,UAE201,Fatigued,Normal,None
04:07:30,UAE201,Fatigued,Medical Emergency,None
04:08:00,UAE201,Fatigued,Medical Emergency,None
04:08:30,UAE201,Fatigued,Normal,None
04:09:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
04:09:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
04:10:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
04:10:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
04:11:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
04:11:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
04:12:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
04:12:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
04:13:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
04:13:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
04:14:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
04:14:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
04:15:00,UAE201,Fatigued,Normal,Emergency Landing Requested
04:15:30,UAE201,Normal,Normal,None
04:16:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
04:16:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
04:17:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
04:17:30,UAE201,Normal,Medical Emergency,None
04:18:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
04:18:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
04:19:00,UAE201,Normal,Unruly Passenger,None
04:19:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
04:20:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
04:20:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
04:21:00,UAE201,Fatigued,Normal,None
04:21:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
04:22:00,UAE201,Normal,Normal,Emergency Landing Requested
04:22:30,UAE201,Fatigued,Normal,Emergency Landing Requested
04:23:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
04:23:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
04:24:00,UAE201,Fatigued,Unruly Passenger,None
04:24:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
04:25:00,UAE201,Normal,Normal,None
04:25:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
04:26:00,UAE201,Normal,Normal,Emergency Landing Requested
04:26:30,UAE201,Normal,Medical Emergency,None
04:27:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
04:27:30,UAE201,Normal,Normal,Crew Rotation Initiated
04:28:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
04:28:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
04:29:00,UAE201,Fatigued,Medical Emergency,None
04:29:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
04:30:00,UAE201,Fatigued,Medical Emergency,None
04:30:30,UAE201,Fatigued,Normal,None
04:31:00,UAE201,Fatigued,Unruly Passenger,None
04:31:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
04:32:00,UAE201,Fatigued,Normal,None
04:32:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
04:33:00,UAE201,Normal,Normal,None
04:33:30,UAE201,Normal,Normal,Crew Rotation Initiated
04:34:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
04:34:30,UAE201,Fatigued,Unruly Passenger,None
04:35:00,UAE201,Fatigued,Unruly Passenger,None
04:35:30,UAE201,Normal,Medical Emergency,None
04:36:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
04:36:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
04:37:00,UAE201,Normal,Medical Emergency,None
04:37:30,UAE201,Normal,Medical Emergency,None
04:38:00,UAE201,Normal,Medical Emergency,None
04:38:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
04:39:00,UAE201,Fatigued,Unruly Passenger,None
04:39:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
04:40:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
04:40:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
04:41:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
04:41:30,UAE201,Normal,Unruly Passenger,None
04:42:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
04:42:30,UAE201,Fatigued,Normal,Emergency Landing Requested
04:43:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
04:43:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
04:44:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
04:44:30,UAE201,Fatigued,Medical Emergency,None
04:45:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
04:45:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
04:46:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
04:46:30,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
04:47:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
04:47:30,UAE201,Normal,Normal,None
04:48:00,UAE201,Normal,Normal,None
04:48:30,UAE201,Normal,Normal,Emergency Landing Requested
04:49:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
04:49:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
04:50:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
04:50:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
04:51:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
04:51:30,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
04:52:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
04:52:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
04:53:00,UAE201,Normal,Normal,Crew Rotation Initiated
04:53:30,UAE201,Fatigued,Normal,Emergency Landing Requested
04:54:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
04:54:30,UAE201,Fatigued,Normal,Emergency Landing Requested
04:55:00,UAE201,Normal,Normal,Emergency Landing Requested
04:55:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
04:56:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
04:56:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
04:57:00,UAE201,Fatigued,Normal,None
04:57:30,UAE201,Normal,Normal,Crew Rotation Initiated
04:58:00,UAE201,Fatigued,Medical Emergency,None
04:58:30,UAE201,Fatigued,Medical Emergency,None
04:59:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
04:59:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
05:00:00,UAE201,Normal,Normal,None
05:00:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
05:01:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
05:01:30,UAE201,Exceeded Duty Limits,Normal,None
05:02:00,UAE201,Normal,Medical Emergency,None
05:02:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
05:03:00,UAE201,Normal,Unruly Passenger,None
05:03:30,UAE201,Normal,Normal,None
05:04:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
05:04:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
05:05:00,UAE201,Fatigued,Unruly Passenger,None
05:05:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
05:06:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
05:06:30,UAE201,Normal,Medical Emergency,None
05:07:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
05:07:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
05:08:00,UAE201,Fatigued,Unruly Passenger,None
05:08:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
05:09:00,UAE201,Normal,Normal,Emergency Landing Requested
05:09:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
05:10:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
05:10:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
05:11:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
05:11:30,UAE201,Fatigued,Normal,Emergency Landing Requested
05:12:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
05:12:30,UAE201,Normal,Normal,Crew Rotation Initiated
05:13:00,UAE201,Fatigued,Normal,Crew Rotation Initiated
05:13:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
05:14:00,UAE201,Normal,Unruly Passenger,None
05:14:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
05:15:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
05:15:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
05:16:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
05:16:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
05:17:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
05:17:30,UAE201,Normal,Medical Emergency,None
05:18:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
05:18:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
05:19:00,UAE201,Fatigued,Medical Emergency,None
05:19:30,UAE201,Fatigued,Unruly Passenger,None
05:20:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
05:20:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
05:21:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
05:21:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
05:22:00,UAE201,Normal,Medical Emergency,None
05:22:30,UAE201,Normal,Normal,Emergency Landing Requested
05:23:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
05:23:30,UAE201,Normal,Unruly Passenger,None
05:24:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
05:24:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
05:25:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
05:25:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
05:26:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
05:26:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
05:27:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
05:27:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
05:28:00,UAE201,Fatigued,Medical Emergency,None
05:28:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
05:29:00,UAE201,Fatigued,Medical Emergency,None
05:29:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
05:30:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
05:30:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
05:31:00,UAE201,Normal,Normal,Crew Rotation Initiated
05:31:30,UAE201,Fatigued,Unruly Passenger,None
05:32:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
05:32:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
05:33:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
05:33:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
05:34:00,UAE201,Normal,Unruly Passenger,None
05:34:30,UAE201,Fatigued,Normal,None
05:35:00,UAE201,Normal,Medical Emergency,Emergency Landing Requested
05:35:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
05:36:00,UAE201,Normal,Normal,Emergency Landing Requested
05:36:30,UAE201,Fatigued,Normal,None
05:37:00,UAE201,Normal,Normal,Emergency Landing Requested
05:37:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
05:38:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
05:38:30,UAE201,Normal,Unruly Passenger,None
05:39:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
05:39:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
05:40:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
05:40:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
05:41:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
05:41:30,UAE201,Fatigued,Unruly Passenger,None
05:42:00,UAE201,Normal,Unruly Passenger,None
05:42:30,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
05:43:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
05:43:30,UAE201,Exceeded Duty Limits,Normal,None
05:44:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
05:44:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
05:45:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
05:45:30,UAE201,Normal,Normal,None
05:46:00,UAE201,Fatigued,Normal,Emergency Landing Requested
05:46:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
05:47:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
05:47:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
05:48:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
05:48:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
05:49:00,UAE201,Normal,Normal,Emergency Landing Requested
05:49:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
05:50:00,UAE201,Fatigued,Normal,None
05:50:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
05:51:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
05:51:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
05:52:00,UAE201,Exceeded Duty Limits,Normal,None
05:52:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
05:53:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
05:53:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
05:54:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
05:54:30,UAE201,Fatigued,Normal,Emergency Landing Requested
05:55:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
05:55:30,UAE201,Fatigued,Normal,None
05:56:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
05:56:30,UAE201,Normal,Unruly Passenger,None
05:57:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
05:57:30,UAE201,Normal,Unruly Passenger,None
05:58:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
05:58:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
05:59:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
05:59:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
06:00:00,UAE201,Fatigued,Normal,None
06:00:30,UAE201,Fatigued,Medical Emergency,None
06:01:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
06:01:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
06:02:00,UAE201,Fatigued,Unruly Passenger,None
06:02:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
06:03:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
06:03:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
06:04:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
06:04:30,UAE201,Normal,Unruly Passenger,None
06:05:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
06:05:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
06:06:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
06:06:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
06:07:00,UAE201,Exceeded Duty Limits,Unruly Passenger,None
06:07:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
06:08:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
06:08:30,UAE201,Fatigued,Normal,Emergency Landing Requested
06:09:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
06:09:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
06:10:00,UAE201,Normal,Normal,Crew Rotation Initiated
06:10:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
06:11:00,UAE201,Normal,Unruly Passenger,None
06:11:30,UAE201,Normal,Unruly Passenger,None
06:12:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
06:12:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
06:13:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
06:13:30,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
06:14:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
06:14:30,UAE201,Fatigued,Medical Emergency,None
06:15:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
06:15:30,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
06:16:00,UAE201,Normal,Unruly Passenger,None
06:16:30,UAE201,Normal,Normal,Emergency Landing Requested
06:17:00,UAE201,Normal,Normal,Emergency Landing Requested
06:17:30,UAE201,Exceeded Duty Limits,Unruly Passenger,Emergency Landing Requested
06:18:00,UAE201,Fatigued,Normal,None
06:18:30,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
06:19:00,UAE201,Fatigued,Normal,Emergency Landing Requested
06:19:30,UAE201,Normal,Normal,Crew Rotation Initiated
06:20:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
06:20:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
06:21:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
06:21:30,UAE201,Fatigued,Unruly Passenger,None
06:22:00,UAE201,Fatigued,Unruly Passenger,None
06:22:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
06:23:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
06:23:30,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
06:24:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
06:24:30,UAE201,Normal,Normal,None
06:25:00,UAE201,Normal,Normal,None
06:25:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
06:26:00,UAE201,Normal,Unruly Passenger,Crew Rotation Initiated
06:26:30,UAE201,Normal,Normal,Crew Rotation Initiated
06:27:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
06:27:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
06:28:00,UAE201,Fatigued,Normal,Emergency Landing Requested
06:28:30,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
06:29:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
06:29:30,UAE201,Normal,Unruly Passenger,None
06:30:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
06:30:30,UAE201,Normal,Normal,Emergency Landing Requested
06:31:00,UAE201,Normal,Normal,None
06:31:30,UAE201,Fatigued,Normal,None
06:32:00,UAE201,Exceeded Duty Limits,Unruly Passenger,Crew Rotation Initiated
06:32:30,UAE201,Normal,Normal,None
06:33:00,UAE201,Normal,Medical Emergency,None
06:33:30,UAE201,Normal,Medical Emergency,Emergency Landing Requested
06:34:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
06:34:30,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
06:35:00,UAE201,Fatigued,Unruly Passenger,Crew Rotation Initiated
06:35:30,UAE201,Exceeded Duty Limits,Medical Emergency,None
06:36:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
06:36:30,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
06:37:00,UAE201,Fatigued,Unruly Passenger,None
06:37:30,UAE201,Fatigued,Normal,None
06:38:00,UAE201,Fatigued,Unruly Passenger,None
06:38:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
06:39:00,UAE201,Normal,Normal,None
06:39:30,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
06:40:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
06:40:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
06:41:00,UAE201,Exceeded Duty Limits,Normal,Crew Rotation Initiated
06:41:30,UAE201,Fatigued,Normal,Emergency Landing Requested
06:42:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
06:42:30,UAE201,Normal,Medical Emergency,None
06:43:00,UAE201,Fatigued,Unruly Passenger,None
06:43:30,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
06:44:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
06:44:30,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
06:45:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
06:45:30,UAE201,Normal,Medical Emergency,None
06:46:00,UAE201,Fatigued,Unruly Passenger,Emergency Landing Requested
06:46:30,UAE201,Exceeded Duty Limits,Unruly Passenger,None
06:47:00,UAE201,Exceeded Duty Limits,Medical Emergency,Emergency Landing Requested
06:47:30,UAE201,Fatigued,Unruly Passenger,None
06:48:00,UAE201,Exceeded Duty Limits,Normal,Emergency Landing Requested
06:48:30,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
06:49:00,UAE201,Fatigued,Normal,Emergency Landing Requested
06:49:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
06:50:00,UAE201,Fatigued,Medical Emergency,Emergency Landing Requested
06:50:30,UAE201,Fatigued,Medical Emergency,None
06:51:00,UAE201,Exceeded Duty Limits,Medical Emergency,Crew Rotation Initiated
06:51:30,UAE201,Fatigued,Medical Emergency,None
06:52:00,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
06:52:30,UAE201,Normal,Normal,None
06:53:00,UAE201,Normal,Unruly Passenger,Emergency Landing Requested
06:53:30,UAE201,Exceeded Duty Limits,Normal,None
06:54:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
06:54:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
06:55:00,UAE201,Exceeded Duty Limits,Medical Emergency,None
06:55:30,UAE201,Fatigued,Normal,Crew Rotation Initiated
06:56:00,UAE201,Fatigued,Medical Emergency,Crew Rotation Initiated
06:56:30,UAE201,Normal,Medical Emergency,Crew Rotation Initiated
06:57:00,UAE201,Normal,Normal,None
