Time,Call Sign,Current Fuel (kg),Expected Fuel Upon Arrival (kg),Fuel Consumption Rate (kg/h),Remarks
03:51:00,UAE201,25558,6482,2860,Normal fuel burn.
03:51:30,UAE201,23040,5822,3081,Normal fuel burn.
03:52:00,UAE201,29731,14203,2050,Normal fuel burn.
03:52:30,UAE201,28607,13213,3846,Normal fuel burn.
03:53:00,UAE201,18007,12633,3623,Normal fuel burn.
03:53:30,UAE201,8626,7569,3613,Normal fuel burn.
03:54:00,UAE201,11643,19652,4937,Normal fuel burn.
03:54:30,UAE201,19218,7213,2800,Normal fuel burn.
03:55:00,UAE201,19652,9805,3611,Normal fuel burn.
03:55:30,UAE201,25096,9048,4019,Normal fuel burn.
03:56:00,UAE201,25859,17833,2529,Normal fuel burn.
03:56:30,UAE201,15931,19449,2313,Normal fuel burn.
03:57:00,UAE201,6668,19247,4961,Normal fuel burn.
03:57:30,UAE201,27555,17849,3283,Normal fuel burn.
03:58:00,UAE201,26211,16064,3600,Normal fuel burn.
03:58:30,UAE201,17105,15010,4295,Normal fuel burn.
03:59:00,UAE201,22575,15484,3285,Normal fuel burn.
03:59:30,UAE201,19507,10594,3449,Normal fuel burn.
04:00:00,UAE201,26379,14154,4673,Normal fuel burn.
04:00:30,UAE201,24222,7129,3817,Normal fuel burn.
04:01:00,UAE201,5101,12541,3623,Normal fuel burn.
04:01:30,UAE201,28697,9809,2856,Normal fuel burn.
04:02:00,UAE201,7808,7683,4410,Normal fuel burn.
04:02:30,UAE201,24820,8989,3689,Normal fuel burn.
04:03:00,UAE201,25197,5246,3294,Normal fuel burn.
04:03:30,UAE201,16636,8825,3124,Normal fuel burn.
04:04:00,UAE201,14446,9963,3917,Normal fuel burn.
04:04:30,UAE201,7275,14137,4262,Normal fuel burn.
04:05:00,UAE201,14024,14218,4426,Normal fuel burn.
04:05:30,UAE201,18251,17915,4482,Normal fuel burn.
04:06:00,UAE201,29941,16332,3812,Normal fuel burn.
04:06:30,UAE201,11681,16805,3139,Normal fuel burn.
04:07:00,UAE201,12799,13399,3327,Normal fuel burn.
04:07:30,UAE201,14524,14074,4439,Normal fuel burn.
04:08:00,UAE201,26945,19811,3517,Normal fuel burn.
04:08:30,UAE201,28673,15597,4227,Normal fuel burn.
04:09:00,UAE201,10437,13323,4605,Normal fuel burn.
04:09:30,UAE201,22649,8293,3869,Normal fuel burn.
04:10:00,UAE201,11776,18595,3263,Normal fuel burn.
04:10:30,UAE201,29580,17620,3618,Normal fuel burn.
04:11:00,UAE201,27003,11489,3687,Normal fuel burn.
04:11:30,UAE201,7386,10492,2308,Normal fuel burn.
04:12:00,UAE201,25269,16400,3398,Normal fuel burn.
04:12:30,UAE201,6315,17044,4023,Normal fuel burn.
04:13:00,UAE201,5038,8156,4455,Normal fuel burn.
04:13:30,UAE201,9755,16758,2787,Normal fuel burn.
04:14:00,UAE201,13838,17363,4985,Normal fuel burn.
04:14:30,UAE201,26840,19649,4965,Normal fuel burn.
04:15:00,UAE201,12126,16532,3525,Normal fuel burn.
04:15:30,UAE201,13451,15306,2430,Normal fuel burn.
04:16:00,UAE201,9000,6922,2308,Normal fuel burn.
04:16:30,UAE201,16011,5470,4943,Normal fuel burn.
04:17:00,UAE201,22573,13514,3460,Normal fuel burn.
04:17:30,UAE201,22642,14416,3908,Normal fuel burn.
04:18:00,UAE201,20164,15989,2574,Normal fuel burn.
04:18:30,UAE201,16803,16547,3701,Normal fuel burn.
04:19:00,UAE201,12317,5983,2723,Normal fuel burn.
04:19:30,UAE201,18913,16176,2867,Normal fuel burn.
04:20:00,UAE201,10583,16363,2013,Normal fuel burn.
04:20:30,UAE201,21957,16799,2812,Normal fuel burn.
04:21:00,UAE201,17369,13471,4231,Normal fuel burn.
04:21:30,UAE201,24614,7039,2919,Normal fuel burn.
04:22:00,UAE201,24281,15713,3337,Normal fuel burn.
04:22:30,UAE201,26530,19604,3832,Normal fuel burn.
04:23:00,UAE201,5251,7947,2426,Normal fuel burn.
04:23:30,UAE201,18802,8075,4832,Normal fuel burn.
04:24:00,UAE201,15829,9159,4369,Normal fuel burn.
04:24:30,UAE201,26349,7966,2836,Normal fuel burn.
04:25:00,UAE201,9047,14779,3597,Normal fuel burn.
04:25:30,UAE201,22177,13323,2181,Normal fuel burn.
04:26:00,UAE201,14483,6690,3417,Normal fuel burn.
04:26:30,UAE201,9284,6699,4042,Normal fuel burn.
04:27:00,UAE201,21010,9708,4985,Normal fuel burn.
04:27:30,UAE201,17798,15097,4402,Normal fuel burn.
04:28:00,UAE201,20022,9457,3350,Normal fuel burn.
04:28:30,UAE201,5062,17008,3552,Normal fuel burn.
04:29:00,UAE201,5457,15550,2859,Normal fuel burn.
04:29:30,UAE201,28253,11521,4110,Normal fuel burn.
04:30:00,UAE201,9567,19188,2373,Normal fuel burn.
04:30:30,UAE201,15237,6232,2127,Normal fuel burn.
04:31:00,UAE201,23043,15808,2136,Normal fuel burn.
04:31:30,UAE201,6943,13412,2599,Normal fuel burn.
04:32:00,UAE201,12592,9351,4326,Normal fuel burn.
04:32:30,UAE201,27040,5773,2869,Normal fuel burn.
04:33:00,UAE201,16769,7519,4001,Normal fuel burn.
04:33:30,UAE201,12795,17875,4799,Normal fuel burn.
04:34:00,UAE201,13122,11897,2031,Normal fuel burn.
04:34:30,UAE201,11228,16766,2344,Normal fuel burn.
04:35:00,UAE201,18906,7514,4147,Normal fuel burn.
04:35:30,UAE201,5493,19438,2777,Normal fuel burn.
04:36:00,UAE201,18784,11591,3789,Normal fuel burn.
04:36:30,UAE201,11045,9820,3649,Normal fuel burn.
04:37:00,UAE201,25006,10135,4863,Normal fuel burn.
04:37:30,UAE201,6631,5839,4042,Normal fuel burn.
04:38:00,UAE201,27338,14464,3732,Normal fuel burn.
04:38:30,UAE201,27582,11642,2842,Normal fuel burn.
04:39:00,UAE201,27850,10652,4209,Normal fuel burn.
04:39:30,UAE201,6064,6561,3368,Normal fuel burn.
04:40:00,UAE201,14232,11586,4569,Normal fuel burn.
04:40:30,UAE201,11755,7579,4260,Normal fuel burn.
04:41:00,UAE201,15240,17646,4950,Normal fuel burn.
04:41:30,UAE201,25828,13444,3620,Normal fuel burn.
04:42:00,UAE201,21965,9265,3909,Normal fuel burn.
04:42:30,UAE201,16388,5728,4243,Normal fuel burn.
04:43:00,UAE201,16704,15124,4595,Normal fuel burn.
04:43:30,UAE201,27048,18011,2339,Normal fuel burn.
04:44:00,UAE201,24510,19665,3391,Normal fuel burn.
04:44:30,UAE201,14939,17500,3709,Normal fuel burn.
04:45:00,UAE201,15630,14780,3061,Normal fuel burn.
04:45:30,UAE201,23663,5841,3356,Normal fuel burn.
04:46:00,UAE201,25257,5615,3801,Normal fuel burn.
04:46:30,UAE201,26800,8752,4784,Normal fuel burn.
04:47:00,UAE201,27569,13366,3773,Normal fuel burn.
04:47:30,UAE201,11294,9735,2022,Normal fuel burn.
04:48:00,UAE201,26512,5892,4079,Normal fuel burn.
04:48:30,UAE201,7483,6148,3478,Normal fuel burn.
04:49:00,UAE201,9386,16416,2675,Normal fuel burn.
04:49:30,UAE201,6396,6039,3349,Normal fuel burn.
04:50:00,UAE201,10744,18530,4678,Normal fuel burn.
04:50:30,UAE201,17725,11418,2814,Normal fuel burn.
04:51:00,UAE201,12819,15633,3492,Normal fuel burn.
04:51:30,UAE201,20934,19269,4922,Normal fuel burn.
04:52:00,UAE201,19069,6762,2852,Normal fuel burn.
04:52:30,UAE201,18924,17132,4032,Normal fuel burn.
04:53:00,UAE201,23432,18035,3496,Normal fuel burn.
04:53:30,UAE201,14468,6356,3589,Normal fuel burn.
04:54:00,UAE201,25933,17024,3347,Normal fuel burn.
04:54:30,UAE201,29749,6514,2268,Normal fuel burn.
04:55:00,UAE201,29937,11601,4910,Normal fuel burn.
04:55:30,UAE201,11793,12225,4786,Normal fuel burn.
04:56:00,UAE201,21722,18963,2020,Normal fuel burn.
04:56:30,UAE201,7667,8411,2177,Normal fuel burn.
04:57:00,UAE201,5230,19271,3598,Normal fuel burn.
04:57:30,UAE201,18836,11675,2448,Normal fuel burn.
04:58:00,UAE201,27708,12851,2399,Normal fuel burn.
04:58:30,UAE201,19638,13155,2009,Normal fuel burn.
04:59:00,UAE201,14192,13786,3464,Normal fuel burn.
04:59:30,UAE201,16040,11122,2319,Normal fuel burn.
05:00:00,UAE201,9127,17211,2761,Normal fuel burn.
05:00:30,UAE201,9243,16477,2794,Normal fuel burn.
05:01:00,UAE201,9874,12679,2976,Normal fuel burn.
05:01:30,UAE201,21153,10367,2212,Normal fuel burn.
05:02:00,UAE201,16779,12025,4155,Normal fuel burn.
05:02:30,UAE201,29088,14333,2221,Normal fuel burn.
05:03:00,UAE201,19827,11925,4219,Normal fuel burn.
05:03:30,UAE201,16831,10913,4190,Normal fuel burn.
05:04:00,UAE201,28209,16947,3712,Normal fuel burn.
05:04:30,UAE201,25564,5679,3142,Normal fuel burn.
05:05:00,UAE201,6255,17348,2213,Normal fuel burn.
05:05:30,UAE201,17435,5889,3569,Normal fuel burn.
05:06:00,UAE201,11564,18363,3515,Normal fuel burn.
05:06:30,UAE201,26882,14661,3555,Normal fuel burn.
05:07:00,UAE201,6383,13288,2324,Normal fuel burn.
05:07:30,UAE201,21325,16932,4690,Normal fuel burn.
05:08:00,UAE201,21583,11212,3397,Normal fuel burn.
05:08:30,UAE201,21948,7634,3117,Normal fuel burn.
05:09:00,UAE201,7960,8841,3590,Normal fuel burn.
05:09:30,UAE201,28480,14477,3571,Normal fuel burn.
05:10:00,UAE201,23964,6074,4354,Normal fuel burn.
05:10:30,UAE201,13303,14659,3348,Normal fuel burn.
05:11:00,UAE201,27415,18662,4543,Normal fuel burn.
05:11:30,UAE201,28522,11575,4108,Normal fuel burn.
05:12:00,UAE201,16818,6721,4762,Normal fuel burn.
05:12:30,UAE201,20984,10655,3630,Normal fuel burn.
05:13:00,UAE201,17692,12111,3270,Normal fuel burn.
05:13:30,UAE201,6032,7029,3572,Normal fuel burn.
05:14:00,UAE201,22810,9864,3148,Normal fuel burn.
05:14:30,UAE201,15333,17643,2969,Normal fuel burn.
05:15:00,UAE201,6064,11309,4177,Normal fuel burn.
05:15:30,UAE201,7487,11356,2257,Normal fuel burn.
05:16:00,UAE201,14689,14745,3771,Normal fuel burn.
05:16:30,UAE201,5201,13962,4231,Normal fuel burn.
05:17:00,UAE201,28512,11504,2278,Normal fuel burn.
05:17:30,UAE201,27278,19682,3588,Normal fuel burn.
05:18:00,UAE201,22493,5433,4618,Normal fuel burn.
05:18:30,UAE201,21110,16873,2081,Normal fuel burn.
05:19:00,UAE201,15039,18268,3644,Normal fuel burn.
05:19:30,UAE201,29072,6804,4962,Normal fuel burn.
05:20:00,UAE201,24634,6827,3457,Normal fuel burn.
05:20:30,UAE201,13433,14873,4516,Normal fuel burn.
05:21:00,UAE201,11922,14837,4516,Normal fuel burn.
05:21:30,UAE201,9399,11480,4818,Normal fuel burn.
05:22:00,UAE201,21062,15363,4512,Normal fuel burn.
05:22:30,UAE201,25241,12429,3274,Normal fuel burn.
05:23:00,UAE201,20216,16986,4413,Normal fuel burn.
05:23:30,UAE201,19458,18151,4975,Normal fuel burn.
05:24:00,UAE201,13422,16021,2710,Normal fuel burn.
05:24:30,UAE201,11452,6065,4212,Normal fuel burn.
05:25:00,UAE201,25457,19959,4162,Normal fuel burn.
05:25:30,UAE201,17742,17225,2241,Normal fuel burn.
05:26:00,UAE201,12536,15817,2113,Normal fuel burn.
05:26:30,UAE201,9369,14612,2144,Normal fuel burn.
05:27:00,UAE201,25890,10426,4542,Normal fuel burn.
05:27:30,UAE201,29739,12463,2801,Normal fuel burn.
05:28:00,UAE201,28097,17277,2526,Normal fuel burn.
05:28:30,UAE201,19748,16041,3743,Normal fuel burn.
05:29:00,UAE201,15152,6019,3305,Normal fuel burn.
05:29:30,UAE201,15665,5900,4993,Normal fuel burn.
05:30:00,UAE201,18758,8649,3116,Normal fuel burn.
05:30:30,UAE201,9605,13407,2548,Normal fuel burn.
05:31:00,UAE201,5723,16129,3375,Normal fuel burn.
05:31:30,UAE201,23310,5310,2315,Normal fuel burn.
05:32:00,UAE201,29095,9374,3992,Normal fuel burn.
05:32:30,UAE201,8873,17282,3481,Normal fuel burn.
05:33:00,UAE201,20265,15216,4624,Normal fuel burn.
05:33:30,UAE201,12404,7324,4010,Normal fuel burn.
05:34:00,UAE201,28610,12149,3219,Normal fuel burn.
05:34:30,UAE201,18461,12944,2575,Normal fuel burn.
05:35:00,UAE201,20832,13955,2059,Normal fuel burn.
05:35:30,UAE201,18026,7962,4333,Normal fuel burn.
05:36:00,UAE201,23637,6307,4599,Normal fuel burn.
05:36:30,UAE201,13096,16030,3772,Normal fuel burn.
05:37:00,UAE201,24636,10244,4184,Normal fuel burn.
05:37:30,UAE201,26308,10670,3361,Normal fuel burn.
05:38:00,UAE201,14711,7818,4646,Normal fuel burn.
05:38:30,UAE201,26107,17085,3420,Normal fuel burn.
05:39:00,UAE201,23254,11010,3424,Normal fuel burn.
05:39:30,UAE201,16351,16399,4175,Normal fuel burn.
05:40:00,UAE201,9250,7960,2659,Normal fuel burn.
05:40:30,UAE201,12846,14072,2184,Normal fuel burn.
05:41:00,UAE201,25098,12817,2716,Normal fuel burn.
05:41:30,UAE201,15792,10619,2055,Normal fuel burn.
05:42:00,UAE201,9531,17722,3505,Normal fuel burn.
05:42:30,UAE201,8812,19542,2915,Normal fuel burn.
05:43:00,UAE201,9406,8534,3703,Normal fuel burn.
05:43:30,UAE201,20557,7946,3036,Normal fuel burn.
05:44:00,UAE201,23625,6384,2367,Normal fuel burn.
05:44:30,UAE201,8802,18661,3148,Normal fuel burn.
05:45:00,UAE201,20577,19959,3039,Normal fuel burn.
05:45:30,UAE201,28911,9951,2853,Normal fuel burn.
05:46:00,UAE201,23148,16988,2790,Normal fuel burn.
05:46:30,UAE201,29327,9111,4815,Normal fuel burn.
05:47:00,UAE201,10164,15073,4338,Normal fuel burn.
05:47:30,UAE201,7527,5525,2452,Normal fuel burn.
05:48:00,UAE201,14702,7266,3352,Normal fuel burn.
05:48:30,UAE201,22831,10619,2776,Normal fuel burn.
05:49:00,UAE201,21239,9551,3828,Normal fuel burn.
05:49:30,UAE201,7617,16133,2290,Normal fuel burn.
05:50:00,UAE201,28955,17836,2160,Normal fuel burn.
05:50:30,UAE201,7419,7517,3141,Normal fuel burn.
05:51:00,UAE201,9653,7599,4621,Normal fuel burn.
05:51:30,UAE201,9285,9981,4538,Normal fuel burn.
05:52:00,UAE201,29501,15101,3820,Normal fuel burn.
05:52:30,UAE201,26220,13861,2189,Normal fuel burn.
05:53:00,UAE201,6156,8394,4184,Normal fuel burn.
05:53:30,UAE201,20342,17831,3008,Normal fuel burn.
05:54:00,UAE201,26978,8762,3280,Normal fuel burn.
05:54:30,UAE201,5808,10639,3489,Normal fuel burn.
05:55:00,UAE201,22248,17950,4485,Normal fuel burn.
05:55:30,UAE201,18484,5770,4920,Normal fuel burn.
05:56:00,UAE201,29036,14397,3166,Normal fuel burn.
05:56:30,UAE201,11089,9101,3233,Normal fuel burn.
05:57:00,UAE201,9261,9481,3295,Normal fuel burn.
05:57:30,UAE201,28573,9497,3117,Normal fuel burn.
05:58:00,UAE201,21411,14453,3868,Normal fuel burn.
05:58:30,UAE201,8486,13398,3086,Normal fuel burn.
05:59:00,UAE201,10011,10836,3839,Normal fuel burn.
05:59:30,UAE201,12134,8113,2166,Normal fuel burn.
06:00:00,UAE201,14998,6708,2289,Normal fuel burn.
06:00:30,UAE201,15506,17187,4388,Normal fuel burn.
06:01:00,UAE201,22307,12566,2054,Normal fuel burn.
06:01:30,UAE201,23321,15634,3677,Normal fuel burn.
06:02:00,UAE201,19734,5106,4673,Normal fuel burn.
06:02:30,UAE201,11551,7352,4848,Normal fuel burn.
06:03:00,UAE201,11769,15053,4450,Normal fuel burn.
06:03:30,UAE201,28473,11513,4151,Normal fuel burn.
06:04:00,UAE201,6355,8378,4241,Normal fuel burn.
06:04:30,UAE201,25376,9537,4992,Normal fuel burn.
06:05:00,UAE201,17540,10321,2656,Normal fuel burn.
06:05:30,UAE201,13887,11008,3113,Normal fuel burn.
06:06:00,UAE201,27440,8552,3831,Normal fuel burn.
06:06:30,UAE201,12351,12307,3133,Normal fuel burn.
06:07:00,UAE201,16122,8761,2539,Normal fuel burn.
06:07:30,UAE201,19264,7369,2959,Normal fuel burn.
06:08:00,UAE201,12084,18509,2489,Normal fuel burn.
06:08:30,UAE201,17648,7119,3768,Normal fuel burn.
06:09:00,UAE201,24872,8020,3195,Normal fuel burn.
06:09:30,UAE201,17520,5423,3294,Normal fuel burn.
06:10:00,UAE201,24080,19910,2233,Normal fuel burn.
06:10:30,UAE201,16325,19520,4663,Normal fuel burn.
06:11:00,UAE201,13907,7260,2622,Normal fuel burn.
06:11:30,UAE201,5992,16889,2905,Normal fuel burn.
06:12:00,UAE201,13168,9850,2046,Normal fuel burn.
06:12:30,UAE201,16209,16448,3445,Normal fuel burn.
06:13:00,UAE201,6370,7763,3601,Normal fuel burn.
06:13:30,UAE201,24683,19880,4634,Normal fuel burn.
06:14:00,UAE201,5965,16185,4995,Normal fuel burn.
06:14:30,UAE201,19793,7660,4214,Normal fuel burn.
06:15:00,UAE201,5476,15458,4600,Normal fuel burn.
06:15:30,UAE201,9837,10816,3545,Normal fuel burn.
06:16:00,UAE201,21020,15788,2227,Normal fuel burn.
06:16:30,UAE201,20996,10007,4231,Normal fuel burn.
06:17:00,UAE201,28976,16367,3105,Normal fuel burn.
06:17:30,UAE201,5225,19409,4483,Normal fuel burn.
06:18:00,UAE201,28562,18633,3150,Normal fuel burn.
06:18:30,UAE201,7326,6244,3515,Normal fuel burn.
06:19:00,UAE201,17348,14170,3880,Normal fuel burn.
06:19:30,UAE201,26689,6675,4302,Normal fuel burn.
06:20:00,UAE201,13549,13591,2774,Normal fuel burn.
06:20:30,UAE201,28857,19869,4657,Normal fuel burn.
06:21:00,UAE201,23933,16815,2717,Normal fuel burn.
06:21:30,UAE201,25556,15960,4676,Normal fuel burn.
06:22:00,UAE201,17870,8391,3440,Normal fuel burn.
06:22:30,UAE201,12430,12755,3441,Normal fuel burn.
06:23:00,UAE201,21325,14319,2435,Normal fuel burn.
06:23:30,UAE201,6139,9912,2028,Normal fuel burn.
06:24:00,UAE201,12362,10086,4852,Normal fuel burn.
06:24:30,UAE201,14337,5914,2157,Normal fuel burn.
06:25:00,UAE201,28770,8529,2259,Normal fuel burn.
06:25:30,UAE201,22426,16970,3503,Normal fuel burn.
06:26:00,UAE201,13359,14651,3271,Normal fuel burn.
06:26:30,UAE201,10771,19768,2308,Normal fuel burn.
06:27:00,UAE201,8119,6577,4077,Normal fuel burn.
06:27:30,UAE201,17735,5415,3028,Normal fuel burn.
06:28:00,UAE201,16699,18876,2551,Normal fuel burn.
06:28:30,UAE201,27772,17796,3243,Normal fuel burn.
06:29:00,UAE201,27007,15121,2471,Normal fuel burn.
06:29:30,UAE201,15217,9663,2778,Normal fuel burn.
06:30:00,UAE201,23752,15026,2040,Normal fuel burn.
06:30:30,UAE201,6086,19977,2814,Normal fuel burn.
06:31:00,UAE201,22231,14960,2474,Normal fuel burn.
06:31:30,UAE201,27129,7460,4343,Normal fuel burn.
06:32:00,UAE201,26665,7209,2777,Normal fuel burn.
06:32:30,UAE201,13083,17397,2716,Normal fuel burn.
06:33:00,UAE201,20298,15798,4399,Normal fuel burn.
06:33:30,UAE201,14045,11607,3936,Normal fuel burn.
06:34:00,UAE201,25613,10604,4942,Normal fuel burn.
06:34:30,UAE201,22221,15808,4386,Normal fuel burn.
06:35:00,UAE201,28156,8878,3311,Normal fuel burn.
06:35:30,UAE201,10467,6340,4203,Normal fuel burn.
06:36:00,UAE201,27494,17176,2031,Normal fuel burn.
06:36:30,UAE201,6733,10627,2798,Normal fuel burn.
06:37:00,UAE201,8415,8104,2187,Normal fuel burn.
06:37:30,UAE201,9901,9801,3536,Normal fuel burn.
06:38:00,UAE201,27392,10638,3028,Normal fuel burn.
06:38:30,UAE201,15928,15086,4558,Normal fuel burn.
06:39:00,UAE201,15323,9635,3144,Normal fuel burn.
06:39:30,UAE201,27471,8722,4695,Normal fuel burn.
06:40:00,UAE201,12013,5167,3646,Normal fuel burn.
06:40:30,UAE201,25994,8383,2872,Normal fuel burn.
06:41:00,UAE201,18707,17323,4266,Normal fuel burn.
06:41:30,UAE201,22303,10382,2583,Normal fuel burn.
06:42:00,UAE201,11781,16939,4133,Normal fuel burn.
06:42:30,UAE201,20373,9120,4702,Normal fuel burn.
06:43:00,UAE201,26238,17926,2051,Normal fuel burn.
06:43:30,UAE201,9123,17821,2574,Normal fuel burn.
06:44:00,UAE201,25267,16206,3765,Normal fuel burn.
06:44:30,UAE201,28721,16884,3837,Normal fuel burn.
06:45:00,UAE201,24028,16081,3603,Normal fuel burn.
06:45:30,UAE201,20323,18969,4481,Normal fuel burn.
06:46:00,UAE201,25660,14951,5000,Normal fuel burn.
06:46:30,UAE201,26065,14596,3214,Normal fuel burn.
06:47:00,UAE201,29114,14948,4574,Normal fuel burn.
06:47:30,UAE201,16314,15698,4420,Normal fuel burn.
06:48:00,UAE201,19429,18036,4012,Normal fuel burn.
06:48:30,UAE201,12402,18633,3399,Normal fuel burn.
06:49:00,UAE201,11301,17507,2991,Normal fuel burn.
06:49:30,UAE201,20261,17362,4726,Normal fuel burn.
06:50:00,UAE201,5028,6639,3123,Normal fuel burn.
06:50:30,UAE201,11921,11585,4443,Normal fuel burn.
06:51:00,UAE201,14139,12460,3404,Normal fuel burn.
06:51:30,UAE201,26915,13182,2666,Normal fuel burn.
06:52:00,UAE201,19047,5076,3280,Normal fuel burn.
06:52:30,UAE201,12018,19259,3779,Normal fuel burn.
06:53:00,UAE201,14522,9913,3030,Normal fuel burn.
06:53:30,UAE201,14850,17429,3003,Normal fuel burn.
06:54:00,UAE201,18583,12984,4730,Normal fuel burn.
06:54:30,UAE201,8652,16640,2999,Normal fuel burn.
06:55:00,UAE201,18108,15432,3913,Normal fuel burn.
06:55:30,UAE201,11621,7014,3523,Normal fuel burn.
06:56:00,UAE201,8094,12654,2880,Normal fuel burn.
06:56:30,UAE201,15776,12733,4523,Normal fuel burn.
06:57:00,UAE201,9860,5992,3736,Normal fuel burn.
06:57:30,UAE201,19621,14212,3600,Normal fuel burn.
06:58:00,UAE201,21873,5484,3969,Normal fuel burn.
06:58:30,UAE201,25889,13107,2870,Normal fuel burn.
06:59:00,UAE201,12967,16974,4814,Normal fuel burn.
06:59:30,UAE201,11044,15079,4194,Normal fuel burn.
07:00:00,UAE201,17131,16038,4569,Normal fuel burn.
07:00:30,UAE201,29578,7174,3008,Normal fuel burn.
07:01:00,UAE201,17497,17792,2322,Normal fuel burn.
07:01:30,UAE201,16196,10761,4003,Normal fuel burn.
07:02:00,UAE201,5135,10025,4552,Normal fuel burn.
07:02:30,UAE201,8577,19748,2300,Normal fuel burn.
07:03:00,UAE201,6797,7086,4345,Normal fuel burn.
07:03:30,UAE201,5564,13685,4973,Normal fuel burn.
07:04:00,UAE201,15431,10845,3245,Normal fuel burn.
07:04:30,UAE201,29523,11370,3409,Normal fuel burn.
07:05:00,UAE201,11780,16847,3121,Normal fuel burn.
07:05:30,UAE201,24418,19904,3619,Normal fuel burn.
07:06:00,UAE201,12400,19809,2424,Normal fuel burn.
07:06:30,UAE201,24843,9722,2825,Normal fuel burn.
07:07:00,UAE201,12925,17551,3199,Normal fuel burn.
07:07:30,UAE201,17966,6846,2980,Normal fuel burn.
07:08:00,UAE201,11356,11622,2498,Normal fuel burn.
07:08:30,UAE201,18978,18052,4577,Normal fuel burn.
07:09:00,UAE201,21560,13851,4458,Normal fuel burn.
07:09:30,UAE201,29498,14386,3332,Normal fuel burn.
07:10:00,UAE201,11343,11501,4515,Normal fuel burn.
07:10:30,UAE201,27576,16363,3306,Normal fuel burn.
07:11:00,UAE201,7884,17175,2516,Normal fuel burn.
07:11:30,UAE201,18940,17995,4940,Normal fuel burn.
07:12:00,UAE201,21061,7463,4800,Normal fuel burn.
07:12:30,UAE201,7777,10509,2961,Normal fuel burn.
07:13:00,UAE201,22640,17935,2795,Normal fuel burn.
07:13:30,UAE201,5507,8133,2283,Normal fuel burn.
07:14:00,UAE201,13739,7964,2492,Normal fuel burn.
07:14:30,UAE201,19541,14484,4090,Normal fuel burn.
07:15:00,UAE201,28269,6031,4150,Normal fuel burn.
07:15:30,UAE201,14123,8299,4676,Normal fuel burn.
07:16:00,UAE201,21184,6090,4762,Normal fuel burn.
07:16:30,UAE201,10233,12707,3710,Normal fuel burn.
07:17:00,UAE201,29537,5357,2664,Normal fuel burn.
07:17:30,UAE201,29298,14424,4200,Normal fuel burn.
07:18:00,UAE201,21865,10792,4234,Normal fuel burn.
07:18:30,UAE201,25358,19799,3345,Normal fuel burn.
07:19:00,UAE201,28337,8700,2739,Normal fuel burn.
07:19:30,UAE201,6453,7740,2371,Normal fuel burn.
07:20:00,UAE201,14759,15279,4489,Normal fuel burn.
07:20:30,UAE201,17108,8082,4892,Normal fuel burn.
07:21:00,UAE201,27382,10164,2358,Normal fuel burn.
07:21:30,UAE201,28094,15265,2946,Normal fuel burn.
07:22:00,UAE201,11419,13232,4416,Normal fuel burn.
07:22:30,UAE201,15396,5999,2722,Normal fuel burn.
07:23:00,UAE201,23417,12241,2663,Normal fuel burn.
07:23:30,UAE201,24576,14472,4312,Normal fuel burn.
07:24:00,UAE201,10023,16065,4169,Normal fuel burn.
07:24:30,UAE201,23302,12857,3190,Normal fuel burn.
07:25:00,UAE201,29956,10621,4402,Normal fuel burn.
07:25:30,UAE201,7702,15310,3849,Normal fuel burn.
07:26:00,UAE201,11407,13722,4088,Normal fuel burn.
07:26:30,UAE201,11375,19726,2782,Normal fuel burn.
07:27:00,UAE201,13748,12347,4615,Normal fuel burn.
07:27:30,UAE201,13660,16150,4036,Normal fuel burn.
07:28:00,UAE201,8148,12562,4094,Normal fuel burn.
07:28:30,UAE201,17133,5811,4323,Normal fuel burn.
07:29:00,UAE201,29284,8944,2855,Normal fuel burn.
07:29:30,UAE201,23809,19488,2008,Normal fuel burn.
07:30:00,UAE201,7750,18579,2045,Normal fuel burn.
07:30:30,UAE201,28091,10368,2289,Normal fuel burn.
07:31:00,UAE201,11345,5736,2570,Normal fuel burn.
07:31:30,UAE201,11775,10875,2998,Normal fuel burn.
07:32:00,UAE201,11785,17639,4874,Normal fuel burn.
07:32:30,UAE201,7557,8404,3507,Normal fuel burn.
07:33:00,UAE201,25110,19616,3560,Normal fuel burn.
07:33:30,UAE201,17828,5637,4312,Normal fuel burn.
07:34:00,UAE201,25866,12774,3172,Normal fuel burn.
07:34:30,UAE201,7902,10202,2946,Normal fuel burn.
07:35:00,UAE201,8655,17127,3318,Normal fuel burn.
07:35:30,UAE201,22067,7533,2452,Normal fuel burn.
07:36:00,UAE201,10673,13065,3618,Normal fuel burn.
07:36:30,UAE201,10496,17827,3289,Normal fuel burn.
07:37:00,UAE201,17481,7248,3766,Normal fuel burn.
07:37:30,UAE201,17153,16137,3860,Normal fuel burn.
07:38:00,UAE201,13798,12720,2514,Normal fuel burn.
07:38:30,UAE201,10518,16324,4009,Normal fuel burn.
07:39:00,UAE201,8658,11513,4457,Normal fuel burn.
07:39:30,UAE201,23424,19295,3137,Normal fuel burn.
07:40:00,UAE201,9691,14613,4712,Normal fuel burn.
07:40:30,UAE201,28375,17877,4071,Normal fuel burn.
07:41:00,UAE201,17186,18903,4922,Normal fuel burn.
07:41:30,UAE201,11818,9511,4753,Normal fuel burn.
07:42:00,UAE201,20210,9869,2029,Normal fuel burn.
07:42:30,UAE201,27771,14221,2556,Normal fuel burn.
